"Realm","Character","Sphere 1","Sphere 2","Sphere 3","Sphere 4","Mote 1 Required","","","","","Mote 2 Required","","","",""
"FFT","Marche","HP +250","Legend Materia 1","ATK +10","","Spirit (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"FFT","Marche","RES +20","Blind Imm. (moder.)","PHY dam. +6%","HP +400","Spirit (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"FFT","Marche","DEF +20","Legend Materia 2","ATK +15","","Spirit (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"FFT","Montblanc","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Montblanc","Sleep Imm. (minor)","HP +200","RES +10","BLK dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Montblanc","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Montblanc","Sleep Imm. (moder.)","DEF +20","RES +10","BLK dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Montblanc","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Alma","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Alma","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Alma","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Alma","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Alma","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"FFT","Orran","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"FFT","Orran","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"FFT","Orran","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"FFT","Orran","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"FFT","Orran","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Type-0","Ace","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Type-0","Ace","Sleep Imm. (minor)","HP +200","RES +10","Fire dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Type-0","Ace","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Type-0","Ace","Sleep Imm. (moder.)","DEF +20","RES +10","Fire dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Type-0","Ace","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Type-0","Deuce","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Type-0","Deuce","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Type-0","Deuce","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Type-0","Deuce","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Type-0","Deuce","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Type-0","Nine","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Nine","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Nine","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Nine","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Nine","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Machina","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Machina","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Machina","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Machina","Blind Imm. (moder.)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Machina","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Rem","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Type-0","Rem","Silence Imm. (minor)","HP +200","MAG +10","Holy dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Type-0","Rem","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Type-0","Rem","Silence Imm. (moder.)","RES +20","MAG +10","Holy dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Type-0","Rem","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Type-0","Queen","DEF +10","SPD +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Queen","Blind Imm. (minor)","HP +150","HP +150","Lightning dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Queen","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Queen","Blind Imm. (moder.)","HP +250","HP +250","Lightning dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Queen","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","King","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","King","Blind Imm. (minor)","HP +150","HP +150","Lightning dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","King","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","King","Blind Imm. (moder.)","HP +250","HP +250","Lightning dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","King","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Cinque","ATK +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Cinque","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Cinque","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Cinque","Blind Imm. (moder.)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Cinque","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Seven","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Type-0","Seven","Sleep Imm. (minor)","HP +200","RES +10","Ice dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Type-0","Seven","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Type-0","Seven","Sleep Imm. (moder.)","DEF +20","RES +10","Ice dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Type-0","Seven","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Type-0","Sice","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Sice","Blind Imm. (minor)","HP +150","HP +150","Dark dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Sice","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Sice","Blind Imm. (moder.)","HP +250","HP +250","Dark dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Sice","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Jack","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Jack","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Jack","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Jack","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Jack","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Eight","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Eight","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Eight","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Eight","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Eight","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Cater","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"Type-0","Cater","DEF +10","Paralyze Imm. (minor)","PHY dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"Type-0","Cater","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"Type-0","Cater","Paralyze Imm. (moder.)","RES +20","HP +250","PHY dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"Type-0","Cater","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"Type-0","Trey","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Type-0","Trey","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Type-0","Trey","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Type-0","Trey","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Type-0","Trey","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Type-0","Kurasame","DEF +10","RES +10","ATK +10","","Bravery (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Type-0","Kurasame","Blind Imm. (minor)","HP +250","MAG +10","Ice and Dark dam. +3%","Bravery (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Type-0","Kurasame","Legend Materia 1A","RES +15","Legend Materia 1B","","Bravery (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Type-0","Kurasame","DEF +15","Blind Imm. (moder.)","Ice and Dark dam. +6%","MAG +10","Bravery (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Type-0","Kurasame","HP +450","Legend Materia 2","ATK +30","","Bravery (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"KH","Sora","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"KH","Sora","Blind Imm. (minor)","HP +150","HP +150","Spellblade dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"KH","Sora","RES +20","Legend Materia 1","ATK +30","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"KH","Sora","Blind Imm. (moder.)","DEF +20","HP +500","Spellblade dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"KH","Sora","Legend Materia 2A","Legend Materia 2B","Legend Materia 2C","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"KH","Riku","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"KH","Riku","Blind Imm. (minor)","HP +150","HP +150","Dark dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"KH","Riku","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"KH","Riku","Blind Imm. (moder.)","HP +250","HP +250","Dark dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"KH","Riku","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"KH","Roxas","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"KH","Roxas","Blind Imm. (minor)","HP +150","HP +150","Holy dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"KH","Roxas","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"KH","Roxas","Blind Imm. (moder.)","HP +250","HP +250","Holy dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"KH","Roxas","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"KH","Axel","DEF +10","RES +10","ATK +10","","Wisdom (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"KH","Axel","HP +250","Paralyze Imm. (minor)","Fire dam. +3%","MAG +10","Wisdom (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"KH","Axel","RES +15","Legend Materia 1","ATK +10","","Wisdom (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"KH","Axel","DEF +15","Paralyze Imm. (moder.)","Fire dam. +6%","MAG +10","Wisdom (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"KH","Axel","HP +450","Legend Materia 2","ATK +20","","Wisdom (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"Beyond","Reynn","DEF +10","RES +10","MAG +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Reynn","Sleep Imm. (minor)","HP +200","RES +10","Ice dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Reynn","RES +10","Legend Materia 1","MAG +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Reynn","Sleep Imm. (moder.)","DEF +20","RES +10","Ice dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Reynn","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Lann","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Beyond","Lann","Blind Imm. (minor)","HP +150","HP +150","Fire dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Beyond","Lann","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Beyond","Lann","Blind Imm. (moder.)","HP +250","HP +250","Fire dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Beyond","Lann","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Beyond","Morrow","RES +10","DEF +10","ATK +10","","Vitality (5★)","2","2","2","","Bravery (5★)","2","2","2",""
"Beyond","Morrow","DEF +10","Paralyze Imm. (minor)","Support dam. +3%","HP +150","Vitality (5★)","3","3","3","3","Bravery (5★)","3","3","3","3"
"Beyond","Morrow","DEF +15","Legend Materia 1","ATK +10","","Vitality (5★)","5","8","5","","Bravery (5★)","5","8","5",""
"Beyond","Morrow","Paralyze Imm. (moder.)","RES +20","HP +250","Support dam. +6%","Vitality (5★)","7","7","7","7","Bravery (5★)","7","7","7","7"
"Beyond","Morrow","HP +400","Legend Materia 2","ATK +15","","Vitality (5★)","10","16","10","","Bravery (5★)","10","16","10",""
"Beyond","Aemo","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Aemo","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Aemo","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Aemo","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Aemo","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Wrieg","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Beyond","Wrieg","Blind Imm. (minor)","HP +150","HP +150","Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Beyond","Wrieg","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Beyond","Wrieg","Earth Res. (minor)","HP +250","HP +250","Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Beyond","Wrieg","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Beyond","Tama","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Tama","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Tama","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Tama","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Tama","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Enna Kros","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Enna Kros","Sleep Imm. (minor)","HP +200","MAG +10","Earth dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Enna Kros","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Enna Kros","Sleep Imm. (moder.)","RES +20","MAG +10","Earth dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Enna Kros","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Serafie","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Serafie","Sleep Imm. (minor)","HP +200","MAG +10","Wind dam. +3%","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Serafie","DEF +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Serafie","Sleep Imm. (moder.)","RES +20","MAG +10","Wind dam. +6%","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Serafie","HP +300","Legend Materia 2","MAG +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Rain","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Beyond","Rain","Blind Imm. (minor)","HP +150","HP +150","Fire and Earth dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Beyond","Rain","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Beyond","Rain","Blind Imm. (moder.)","HP +250","HP +250","Fire and Earth dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Beyond","Rain","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
"Beyond","Fina","DEF +10","RES +10","MND +10","","Spirit (5★)","2","2","2","","Wisdom (5★)","2","2","2",""
"Beyond","Fina","Silence Imm. (minor)","HP +200","WHT heals +3%","MAG +10","Spirit (5★)","3","3","3","3","Wisdom (5★)","3","3","3","3"
"Beyond","Fina","RES +10","Legend Materia 1","MND +10","","Spirit (5★)","5","8","5","","Wisdom (5★)","5","8","5",""
"Beyond","Fina","Silence Imm. (moder.)","RES +20","WHT heals +6%","MAG +10","Spirit (5★)","7","7","7","7","Wisdom (5★)","7","7","7","7"
"Beyond","Fina","HP +300","Legend Materia 2","MND +20","","Spirit (5★)","10","16","10","","Wisdom (5★)","10","16","10",""
"Beyond","Lasswell","DEF +10","RES +10","ATK +10","","Dexterity (5★)","2","2","2","","Vitality (5★)","2","2","2",""
"Beyond","Lasswell","Blind Imm. (minor)","HP +150","HP +150","PHY dam. +3%","Dexterity (5★)","3","3","3","3","Vitality (5★)","3","3","3","3"
"Beyond","Lasswell","RES +20","Legend Materia 1","ATK +10","","Dexterity (5★)","5","8","5","","Vitality (5★)","5","8","5",""
"Beyond","Lasswell","Blind Imm. (moder.)","HP +250","HP +250","PHY dam. +6%","Dexterity (5★)","7","7","7","7","Vitality (5★)","7","7","7","7"
"Beyond","Lasswell","DEF +20","Legend Materia 2","ATK +20","","Dexterity (5★)","10","16","10","","Vitality (5★)","10","16","10",""
