"Realm","Character","Img","Name","Tier","LM Ver","Effect","Mastery Bonus","Relic","Name (JP)","ID","Anima","GL","✓"
"VI","Leo","","In Search of Peace","LMR","LMR1","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Aegis Shield (VI)","和平への希望","201061802","1","✓","✓"
"VI","Leo","","Born General","LMR","LMR2","Grants [Attach Earth] at the beginning of the battle","ATK +10","Imperial Bracer (VI)","根っからの武人","201061803","4","✓","✓"
"VI","Leo","","Bravery: Leo","LMR++","LMR++1","100% chance to Dualcast every 3rd Earth ability; Quick ATB 1 & once per battle, chases 3 Earth abilities with Quick Cast 3 to user","","Iron Armor (VI)","勇晶・レオ将軍","201061804","","",""
"VI","Ultros","","Octopus Monster","LM","LM1","Poison attacks deal 25% more damage when equipping a rod","","-","タコのバケモノ","201067800","","",""
"VI","Ultros","","Persistent Rival","LM","LM2","?% chance to dualcast abilities that deal Poison damage","","-","しつこい好敵手","201067801","","",""
"VI","Ultros","","Bravery: Ultros (Poison)","LMR++","LMR++1","100% chance to Dualcast every 3rd Bio ability; Quick ATB 1 at the start of battle; Once per battle, chases 3 Bio abilities with Quick Cast 3 to user","","Octopus Hat (VI)","勇晶・オルトロス毒","201067802","","",""
"VII","Cloud","","Lone Wolf","LM","LM1","PHY attacks deal 10% more damage","","-","孤狼","201070100","","✓","✓"
"VII","Cloud","","Mantle Bearer","LM","LM2","35% chance to dualcast Combat abilities","","-","誇りの継承者","201070101","","✓","✓"
"VII","Cloud","","Sprinting Wolf","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Wind attack","ATK +10","Steady Light (VII)","狼の疾走","201070102","1","✓","✓"
"VII","Cloud","","Truth Surmounted","LMR","LMR2","25% chance to dualcast abilities that deal Wind damage","ATK +10","Organics+ (VII)","真実を超克する者","201070103","4","✓","✓"
"VII","Cloud","","Light Seeker","LMR","LMR3","35% chance to grant [Quick Cast 1] to the user after using a Dark attack","ATK +10","Cloud (KH)","光探す剣士","201070104","4","✓","✓"
"VII","Cloud","","Broken Illusions","LMR","LMR4","Grants [Attach Wind] at the beginning of the battle","ATK +10","Save the Queen (VII)","幻想との決別","201070105","4","✓","✓"
"VII","Cloud","","Borrowed Blade","LMR","LMR5","Grants [Attach Dark] at the beginning of the battle","ATK +10","Shinra Uniform (VII)","偽りの青年剣士","201070106","4","✓","✓"
"VII","Cloud","","Self Forgiveness","LMR","LMR6","PHY attacks deal 20% more damage when equipping a sword","ATK +10","Flametongue (VII)","己を許す決意","201070107","4","✓","✓"
"VII","Cloud","","Bravery: Cloud","LMR++","LMR++1","100% chance to dualcast every third Wind ability, Grants [200% ATB 1] and [Quick Cast 3] at the beginning of the battle","","Deathbringer (VII)","勇晶・クラウド","201070108","","","✓"
"VII","Barret","","Hot-Blooded","LM","LM1","PHY attacks deal 10% more damage","","-","屈強なる熱血漢","201070200","","✓","✓"
"VII","Barret","","Vermin Exterminator","LM","LM2","35% chance to cast an ability (PHY: random, 7x 0.31 ranged physical Fire/NE) after using a Machinist ability","","-","未来を繋ぐ相棒","201070201","","✓","✓"
"VII","Barret","","Armed and Dangerous","LMR","LMR1","PHY attacks deal 20% more damage when equipping a gun-arm","ATK +10","Drill Arm (VII)","誓いの右腕","201070202","1","✓","✓"
"VII","Barret","","Opposition Leader","LMR","LMR2","25% chance to dualcast Machinist abilities","ATK +10","Chainsaw (VII)","反神羅組織のリーダー","201070203","5","✓","✓"
"VII","Barret","","Swiftness (Barret)","LMR+","LMR+1","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","ATK +10","Metal Jerkin (VII)","迅速【バレット】","201070204","","✓",""
"VII","Barret","","Bravery. Barret","LMR++","LMR++1","Chases every 3 Machinist/Support abilities with Quick Cast 3 to user; Quick ATB 1 & once per battle, chases 3 Support/Machinist abilities with 250 SB Points to user","","Adamant Vest (VII)","勇晶・バレット","201070205","","",""
"VII","Tifa","","Heroic Devotion","LM","LM1","Increases Earth damage dealt by 10%","","-","健気な献身","201070300","","✓","✓"
"VII","Tifa","","Fighter's Instinct","LM","LM2","30% chance to grant [Quick Cast 3] to the user after using a Monk ability","","-","天性の格闘センス","201070301","","✓","✓"
"VII","Tifa","","Brawling Barkeep","LMR","LMR1","ATK +1% for each hit dealt with damaging PHY attacks, up to +35%","ATK +10","Seventh Heaven (VII)","セブンスヘブンの看板娘","201070302","4","✓","✓"
"VII","Tifa","","Friendly Fighter","LMR","LMR2","Grants [Attach Earth] at the beginning of the battle","ATK +10","Tifa's Guise (VII)","心温かな女闘士","201070303","1","✓","✓"
"VII","Tifa","","First-Class Fighter","LMR","LMR3","25% chance to dualcast Monk abilities","ATK +10","Work Glove (VII)","男まさりな格闘娘","201070304","4","✓","✓"
"VII","Tifa","","Bravery: Tifa (Earth)","LMR++","LMR++1","100% chance to Dualcast Earth abilities & Earth Damage +10%; Quick ATB 1 at the start of battle","","Impact Claws (VII)","勇晶・ティファ地","201070305","","",""
"VII","Aerith","","Daughter of the Ancients","LM","LM1","WHT abilities restore 15% more HP","","-","古代種の末裔","201070400","","✓","✓"
"VII","Aerith","","Motherly Protector","LM","LM2","35% chance to cast an ability (WHT: group, restores HP (25)) after using a White Magic ability, can trigger on dualcasts","","-","星を見守る慈母","201070401","","✓","✓"
"VII","Aerith","","Flower of the Slums","LMR","LMR1","25% chance to dualcast White Magic abilities","MND +10","Aerith's Jacket (VII)","スラムの花売り","201070402","1","✓","✓"
"VII","Aerith","","Bravery: Aerith","LMR++","LMR++1","White Magic Healing Up(Small), Start with ATB1 and chases 3 White magic with 250 SB Points(Max chase 1)","","Staff of Ramuh (VII)","勇晶・エアリス","201070403","","",""
"VII","Red XIII","","Dire Fang","LM","LM1","Support abilities deal 15% more damage","","-","獰猛な牙","201070500","","✓","✓"
"VII","Red XIII","","Proud Warrior","LM","LM2","Increases the duration of stat buffs by 40%","","-","誇り高き戦士","201070501","","✓","✓"
"VII","Red XIII","","Hero's Son","LMR","LMR1","Increases the duration of stat debuffs by 30%","ATK +10","Hairpin (VII)","勇者の息子","201070502","1","✓","✓"
"VII","Red XIII","","Elder Race","LMR","LMR2","25% chance to dualcast Black Magic abilities","MAG +10","Seraph Comb (VII)","長命な種族","201070503","4","✓","✓"
"VII","Red XIII","","Warrior's Talisman","LMR","LMR3","Grants [Quick Cast], grants [Lingering Spirit] for 25 seconds when HP fall below 20%","MAG +10","Aegis Armlet (VII)","戦士の魔除け","201070504","4","✓","✓"
"VII","Red XIII","","Bravery: Red XIII","LMR++","LMR++1","Increases Earth damage dealt by 10%, grants [200% ATB 1] and [Quick Cast] at the beginning of the battle","","Warrior Bangle (VII)","勇晶・レッドXIII","201070505","","","✓"
"VII","Yuffie","","The Elder Ways","LM","LM1","Increases Water damage dealt by 10%","","-","故郷を想う少女","201070600","","✓","✓"
"VII","Yuffie","","Keen Ninja","LM","LM2","35% chance to dualcast Ninja abilities","","-","抜け目ない忍者娘","201070601","","✓","✓"
"VII","Yuffie","","Finders Keepers","LMR","LMR1","25% chance to grant [Physical Blink 1] to the user after using a Ninja ability","ATK +10","Yuffie's Guise (VII)","アタシのもの！","201070602","1","✓","✓"
"VII","Yuffie","","Catalyst (Yuffie)","LMR+","LMR+1","Grants [Materia Hunt Mode] after using three Ninja abilities (only triggers once per battle)","ATK +10","Wind Slash (VII)","契機【ユフィ】","201070603","","",""
"VII","Yuffie","","Bravery: Yuffie","LMR++","LMR++1","100% chance to Dualcast every 3rd Ninja ability & Water/Earth Damage +10%; Quick ATB 1 at the start of battle","","Moon Bracer (VII)","勇晶・ユフィ","201070604","","",""
"VII","Cait Sith","","Felicitous Fortune-teller","LM","LM1","Reduces damage taken by BLK attacks by 10%","","-","陽気な占い人形","201070700","","✓","✓"
"VII","Cait Sith","","Courage Boost!","LM","LM2","35% chance to cast an ability (WHT: group, restores HP (25)) after using a Dancer ability","","-","勇気百倍！","201070701","","✓","✓"
"VII","Cait Sith","","Divided Loyalties","LMR","LMR1","Grants [Quick Cast 3] at the beginning of the battle","MND +10","Cait Sith's Crown (VII)","移ろう救星への想い","201070702","1","✓","✓"
"VII","Cait Sith","","Hastening (Cait Sith)","LMR+","LMR+1","Grants [Quick Cast 3] after using three Dancer/Bard abilities","MND +10","Cait Sith's Cloak (VII)","短縮【ケット・シー】","201070703","","✓",""
"VII","Cait Sith","","Bravery: Cait Sith","LMR++","LMR++1","Chases 3 Dancer/Bard abilities with 1000 heal to party; Quick ATB 1 at the start of battle and once per battle, chases 3 Dancer/Bard abilities with 250 SB Points to user","","Ballad Crown (VII)","勇晶・ケット・シー","201070704","","",""
"VII","Vincent","","Turk Among Turks","LM","LM1","Increases Fire damage dealt by 10%","","-","タークス・オブ・タークス","201070800","","✓","✓"
"VII","Vincent","","Beast Within","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Beast Mode] when HP fall below 20%","","-","獣を宿す者","201070801","","✓","✓"
"VII","Vincent","","Seeing Red","LMR","LMR1","25% chance to dualcast abilities that deal Fire damage","ATK +5, MAG +5","Vincent's Bandana (DoC) (VII)","赤き決意","201070802","1","✓","✓"
"VII","Vincent","","Beastly Aspect","LMR","LMR2","Grants [Quick Cast 3] at the beginning of the battle","ATK +5, MAG +5","Gauntlet (VII)","魔獣の因子","201070803","4","✓","✓"
"VII","Vincent","","Bravery: Vincent (Fire)","LMR++","LMR++1","100% chance to Dualcast every 3rd Fire ability & Fire Damage +10%; Quick ATB 1 at the start of battle","","Polaris Special (VII)","勇晶・ヴィンセント炎","201070804","","",""
"VII","Zack","","SOLDIER's Honor","LM","LM1","Celerity abilities deal 15% more damage","","-","ソルジャーの威信","201070900","","✓","✓"
"VII","Zack","","SOLDIER's Swiftness","LM","LM2","Grants [Haste] and [Instant Cast 3] at the beginning of the battle","","-","ソルジャーの速攻","201070901","","✓","✓"
"VII","Zack","","SOLDIER Follow-Up","LMR","LMR1","50% chance to cast an ability (PHY: single, 1.08 physical Wind) after using a Celerity ability","ATK +10","Shinra Beta+ (CC) (VII)","ソルジャーの追撃","201070902","1","✓","✓"
"VII","Zack","","SOLDIER Dreams","LMR","LMR2","25% chance to dualcast abilities that deal Wind damage","ATK +10","Zack's Swim Trunks (CC) (VII)","ソルジャーの夢","201070903","4","✓","✓"
"VII","Zack","","Bravery: Zack (Wind)","LMR++","LMR++1","100% chance to Dualcast every 3rd Wind ability; Instant Cast 3 at the start of battle","","Vigilante (VII)","勇晶・ザックス風","201070904","","",""
"VII","Sephiroth","","Fallen Hero","LM","LM1","PHY attacks deal 10% more damage when equipping a katana","","-","堕ちた英雄","201071000","","✓","✓"
"VII","Sephiroth","","Jenova's Echo","LM","LM2","Restores HP for 100% of the user's maximum HP and grants [Sephiroth Trance] when HP fall below 20%","","-","ジェノバの意思を継ぐ者","201071001","","✓","✓"
"VII","Sephiroth","","Fateful Secret","LMR","LMR1","Grants [Attach Dark] at the beginning of the battle","ATK +10","Sephiroth's Darkcoat (VII)","運命を変えし秘密","201071002","1","✓","✓"
"VII","Sephiroth","","Apocalyptic Hero","LMR","LMR2","25% chance to dualcast Darkness abilities","ATK +10","Genji Armor (VII)","凶変の英雄","201071003","4","✓","✓"
"VII","Sephiroth","","Cruelest Cut","LMR","LMR3","25% chance to dualcast Samurai abilities","ATK +10","Dragon Mail (VII)","凶刃振るいし者","201071004","5","✓","✓"
"VII","Sephiroth","","Refinement (Sephiroth)","LMR+","LMR+1","PHY attacks deal 25% more damage","ATK +10","Yasha (VII)","昇華【セフィロス】","201071005","","✓","✓"
"VII","Sephiroth","","Bravery: Sephiroth","LMR++","LMR++1","PHY Damage +10% with Katana equipped; Quick ATB 1 & Quick Cast at the start of battle","","Osafune (VII)","勇晶・セフィロス","201071006","","",""
"VII","Cid (VII)","","Captain's Habit","LM","LM1","Increases Wind damage dealt by 10%","","-","愛煙家の艇長","201071100","","✓","✓"
"VII","Cid (VII)","","Air Supremacy","LM","LM2","ATK +2% for each hit dealt with PHY attacks that deal Wind damage, up to +50%","","-","空のリーダー","201071101","","✓","✓"
"VII","Cid (VII)","","Champion of the Skies","LMR","LMR1","Jump attacks deal 20% more damage when equipping a spear","ATK +10","Cid's Jacket (VII)","大空の覇者","201071102","1","✓","✓"
"VII","Cid (VII)","","Spacefarer","LMR","LMR2","Grants [Haste] and [Instant Cast 1] at the beginning of the battle","ATK +10","Radiant Lance (VII)","宇宙へ旅立った男","201071103","4","✓","✓"
"VII","Cid (VII)","","Re-action (Cid (VII))","LMR+","LMR+1","100% chance to dualcast every third Dragoon ability","ATK +10","Mop (VII)","再動【シド(VII)】","201071104","","✓",""
"VII","Reno","","Master of Lightning","LM","LM1","Increases Lightning damage dealt by 10%","","-","光線の使い手","201071200","","✓","✓"
"VII","Reno","","Finishing Business","LM","LM2","35% chance to dualcast abilities that deal Lightning damage","","-","神速の仕事人","201071201","","✓","✓"
"VII","Reno","","Swaggering Investigator","LMR","LMR1","Grants [Attach Lightning] at the beginning of the battle","ATK +5, MAG +5","Enhanced Light Rod (VII)","調査課の自負と誇り","201071202","1","✓","✓"
"VII","Reno","","Refinement (Reno)","LMR+","LMR+1","Increases Lightning damage dealt by 25%","ATK +5, MAG +5","Plasma Rod (VII)","昇華【レノ】","201071203","","✓","✓"
"VII","Reno","","Bravery: Reno","LMR++","LMR++1","100% chance to Dualcast every 3rd Lightning ability & Lightning Damage +10%; Quick ATB 1 at the start of battle","","Vishnu Vest (VII)","勇晶・レノ","201071204","","",""
"VII","Rufus","","Shinra Scion","LM","LM1","PHY attacks deal 10% more damage when equipping a gun","","-","神羅の御曹司","201071800","","✓","✓"
"VII","Rufus","","Scheming Son","LM","LM2","30% chance to cause [Imperil Dark 10% (15s)] to the target after using a Dark attack","","-","若き策略家","201071801","","✓","✓"
"VII","Rufus","","Titan of Industry","LMR","LMR1","35% chance to grant [Quick Cast 1] to the user after using a Dark attack","ATK +10","Rufus's Jacket (VII)","世界の代表者","201071802","1","✓","✓"
"VII","Rufus","","Presidential Prerogative","LMR","LMR2","25% chance to dualcast Dark abilities","ATK +10","Shinra Alpha (VII)","新社長の思惑","201071803","4","✓","✓"
"VII","Rufus","","Swiftness (Rufus)","LMR+","LMR+1","Grants [Quick Cast] and [Mako Duet Follow-Up] at the beginning of the battle","ATK +10","Vega R (VII)","迅撃【ルーファウス】","201071804","","",""
"VII","Rufus","","Bravery: Rufus (Dark)","LMR++","LMR++1","Chases every 3 Machinist/Support abilities with Quick Cast 3 to user; Quick ATB 1 & once per battle, chases 3 Support/Machinist abilities with 250 SB Points to user","","Shotgun R (VII)","勇晶・ルーファウス闇","201071805","","",""
"VII","Shelke","","Crackling Spears","LM","LM1","Increases Lightning damage dealt by 10%","","-","橙を帯びし二槍","201071900","","✓","✓"
