"Source Type","Source","Img","Name","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","SB","School","ID","GL","✓"
"Follow-Up Status","Zenith Mode: Gilgamesh (Fire)","","Spirit Attack: Gilgamesh (Fire)","PHY","Single enemy","Physical","3.56","Fire, NE","0.01","Twenty single attacks (0.01 each) followed by a single attack (3.36) capped at 99999, grants [Quick Cast 1] to all allies","Y","Lowest HP% enemy","0","Samurai","31542808","","✓"
"Follow-Up Status","Zenith Mode: Kelger (Earth)","","Spirit Attack: Kelger (Earth)","PHY","Single enemy","Physical","3.20","Earth, NE","0.01","4/6/8 single attacks (0.80/0.90 each) if user has Physical Blink 0/1/2, higher multiplier if exploiting Earth weakness ","Y","Lowest HP% enemy","0","Ninja","31542809","","✓"
"Follow-Up Status","Chain Force Mode: Gilgamesh (Fire)","","Fire Guidance: Gilgamesh","NAT","All allies","","","","0.01","Grants [Quick Cast 1] to all allies","N","All allies","0","Samurai","31542810","","✓"
"Follow-Up Status","Chain Force Mode: Faris","","Kindred Guidance: Faris","PHY","Single enemy","Physical","1.92","Wind, Fire, NE","0.01","Six single ranged attacks (0.32 each)","Y","Lowest HP% enemy","0","Thief","31542811","","✓"
"Follow-Up Status","Dual Awoken Frog-Catcher Mode I (Quina)","","Dual Frog Guard","NAT","All allies","","","","0.01","Grants [20% Damage Reduction Barrier 1] and [HP Stock (1000)] to all allies","N","All allies","0","Support","31542819","","✓"
"Follow-Up Status","Dual Awoken Frog-Catcher Mode II (Quina)","","Dual Legendary Frog","NAT","All allies","","","","0.01","Grants [Weakness +9% Boost 2]/[Weakness +50% Boost 2] to all allies if 0-3/4+ FFIX allies are alive, [Quick Cast 2] to all allies","N","All allies","0","Support","31542820","","✓"
"Follow-Up Status","Chain Force Mode: Zidane","","Kindred Guidance: Zidane","PHY","Single enemy","Physical","1.28","Wind, NE","0.01","Four single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Thief","31542821","","✓"
"Follow-Up Status","Chain Force Mode: Amarant","","Kindred Guidance: Amarant","PHY","Single enemy","Physical","1.95","Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Kindred Guidance: Amarant Uses], grants [Fire Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Monk","31542822","","✓"
"Follow-Up Status","Chain Force Mode: Guy (Earth)","","Earth Guidance: Guy","PHY","Single enemy","Physical","1.95","Earth, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Earth Guidance: Guy Uses], grants [Earth Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Monk","31542840","","✓"
"Follow-Up Status","Zenith Mode: Maria (Earth)","","Spirit Attack: Maria (Earth)","NAT","Self","","","","0.01","Grants [Earth Ability Instant Cast 3] and [Buff Earth 20% (15s)] to the user","N","Self","0","Special","31542832","","✓"
"Follow-Up Status","Zenith Mode: Galuf (Earth)","","Spirit Attack: Galuf (Earth)","PHY","Single enemy","Physical","3.36","Earth, NE","0.01","One single attack (3.36) capped at 99999, grants [100% Critical 3] to all allies","Y","Lowest HP% enemy","0","Monk","31542834","","✓"
"Follow-Up Status","Zenith Mode: Guy (Earth)","","Spirit Attack: Guy (Earth)","NAT","Single enemy","","","","0.01","Causes [Imperil Earth 10% (15s)]","N","Lowest HP% enemy","0","Special","31542836","","✓"
"Follow-Up Status","Chain Force Mode: Maria (Earth)","","Earth Guidance: Maria","BLK","Single enemy","Magical","5.28","Earth, NE","0.01","Four single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31542838","","✓"
"Follow-Up Status","Rockslide VIII Finisher","","Rockslide VIII","BLK","Single enemy","Magical","16.40","Earth, NE","0.01","One single attack (16.40) capped at 99999","Y","Lowest HP% enemy","0","Black Magic","31542842","","✓"
"Follow-Up Status","Bestial Seismic Strike Follow-Up","","Bestial Seismic Strike","NAT","All allies","","","","0.01","Grants [Quick Cast 1] to all allies","N","All allies","0","Special","31542844","","✓"
"Follow-Up Status","Zenith Mode: Gau","","Spirit Attack: Gau","NAT","Self","","","","0.01","Damages the user for 25% of max HP, grants [PHY +30% Boost 3], [Quick Cast 3] to the user","N","Self","0","Special","31542846","","✓"
"Follow-Up Status","Dual Whirlwind Mode","","Dual Wind Barrier","NAT","Self","","","","0.01","Grants [10% Damage Reduction Barrier 1] to the user","N","Self","0","Special","31542847","","✓"
"Follow-Up Status","Zenith Mode: Barbariccia (Wind)","","Spirit Attack: Barbariccia (Wind)","BLK","Single enemy","Magical","10.80","Wind, NE","0.01","Four single attacks (2.70/3.05 each) capped at 19999, higher multiplier if exploiting Wind weakness, grants [Buff Wind 10% (5s)] to the user","Y","Lowest HP% enemy","0","Black Magic","31542845","","✓"
"Follow-Up Status","Chain Force Mode: Barbariccia (Wind)","","Wind Guidance: Barbariccia","BLK","Single enemy","Magical","7.92","Wind, NE","0.01","Six single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31542848","","✓"
"Follow-Up Status","Chain Force Mode: Gau (Wind)","","Wind Guidance: Gau","PHY","Single enemy","Physical","1.95","Wind, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Wind Guidance: Gau Uses], grants [Wind Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Celerity","31542849","","✓"
"Follow-Up Status","Dual Awoken Wind Mode I (Barbariccia v2)","","Dual Wind Cutter","BLK","Single enemy","Magical","8.53","Wind, NE","0.01","One single attack (8.53)","Y","Lowest HP% enemy","0","Black Magic","31542854","","✓"
"Follow-Up Status","Zenith Mode: Kain (Lightning)","","Spirit Attack: Kain (Lightning)","NAT","Self","","","","0.01","Grants [Deadly Strikes +20% 3] to the user","N","Self","0","Special","31542861","","✓"
"Follow-Up Status","Zenith Mode: Desch (Lightning)","","Spirit Attack: Desch (Lightning)","NAT","Single enemy","","","","0.01","Causes [Imperil Lightning 10% (5s)], grants [Buff Lightning 10% (5s)] to ally that triggered the chase if they are female","N","Lowest HP% enemy","0","Special","31542862","","✓"
"Follow-Up Status","Zenith Mode: Shelke (Lightning)","","Spirit Attack: Shelke (Lightning)","NAT","","","","","0.01","Causes [Imperil Lightning 10% (5s)] ","N","Lowest HP% enemy","0","Celerity","31542863","","✓"
"Follow-Up Status","Dual Awoken Lightning Mode II (Desch v2)","","Dual Desch's Advice","NAT","Single enemy","","","","0.01","Causes [Imperil Lightning 20% (5s)], grants [Dualcast Lightning 1] to all allies","N","Lowest HP% enemy","0","Special","31542864","","✓"
"Follow-Up Status","Chain Force Mode: Kain (Lightning)","","Lightning Guidance: Kain","PHY","Single enemy","Physical","1.95","Lightning, NE","0.01","One single ranged jump attack (1.95/2.05) capped at 99999 scaling with [Lightning Guidance: Kain Uses], grants [Lightning Ability Quick Cast 2] to the user","N","Lowest HP% enemy","0","Dragoon","31542865","","✓"
"Follow-Up Status","Chain Force Mode: Desch (Lightning)","","Lightning Guidance: Desch","NAT","All allies","","","","0.01","Grants [Instant Cast 1] to all allies","N","All allies","0","Special","31542866","","✓"
"Follow-Up Status","Zenith Mode: Rain","","Spirit Attack: Rain","NAT","All allies","","","","0.01","Grants [Buff Fire 30% (15s)] and [Buff Earth 30% (15s)] to all allies","N","All allies","0","Special","31542873","","✓"
"Follow-Up Status","Zenith Mode: Onion Knight (Fire)","","Spirit Attack: Onion Knight (Fire)","BLK","Single enemy","Magical","3.00","Fire, NE","0.01","Two single attacks (1.50 each), causes [RES -50% (8s)] to the target, grants [Quick Cast 2] to all allies","Y","Lowest HP% enemy","0","Black Magic","31542874","","✓"
"Follow-Up Status","Dual Awoken Spellblade Mode II (Rain)","","Dual Leadership","NAT","All allies","","","","0.01","Grants [PHY +30% Boost (15s)] for 15 seconds to all allies","N","All allies","0","Special","31542876","","✓"
"Follow-Up Status","Chain Force Mode: Onion Knight (Fire)","","Fire Guidance: Onion Knight","BLK","Single enemy","Magical","5.28","Fire, NE","0.01","Four single attacks (1.32 each)","Y","Lowest HP% enemy","0","Black Magic","31542878","","✓"
"Follow-Up Status","Zenith Mode: Yang (Earth)","","Spirit Attack: Yang (Earth)","NAT","Self","","","","0.01","Grants [Earth Ability +30% Boost 3] to user/[Prismatic Ability +30% Boost 3] to all allies if 0-3/4+ FF4 allies are alive","N","Self","0","Special","31542883","","✓"
"Follow-Up Status","Zenith Mode: Ursula (Earth)","","Spirit Attack: Ursula (Earth)","NAT","Single enemy","","","","0.01","Causes [Imperil Earth 20% (15s)]/[Imperil Prismatic 20% (15s)] and [Quick Cast 2] to all allies if 0-3/4+ FF4 allies are alive","N","Lowest HP% enemy","0","Special","31542884","","✓"
"Follow-Up Status","Zenith Mode: Cyan (Fire)","","Spirit Attack: Cyan (Fire)","PHY","Single enemy","Physical","3.36","Fire, NE","0.01","One single attack (3.36) capped at 99999, grants [Quick Cast 2]/[Weakness +30% Boost 3] to all allies if 0-3/4+ FF6 allies are alive","Y","Lowest HP% enemy","0","Special","31542885","","✓"
"Follow-Up Status","Chain Force Mode: Ursula","","Kindred Guidance: Ursula","PHY","Single enemy","Physical","1.92","Earth, Fire, NE","0.01","One single attack (1.92/2.02) capped at 99999 scaling with [Kindred Guidance: Ursula Uses], grants [Earth Ability Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Special","31542886","","✓"
"Follow-Up Status","Chain Force Mode: Cyan","","Kindred Guidance: Cyan","PHY","Single enemy","Physical","1.95","Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Kindred Guidance: Cyan Uses], grants [Samurai Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Special","31542887","","✓"
"Follow-Up Status","Dual Awoken Monk Mode I (Master v2)","","Dual Fierce Fist","PHY","Single enemy","Physical","1.92","Earth, Fire, Lightning, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","31542893","","✓"
"Follow-Up Status","Dual Awoken Monk Mode II (Master v2)","","Dual Resolute Decisiveness","NAT","Self","","","","0.01","Grants [Monk +50% Boost 1] to the user","N","Self","0","Special","31542894","","✓"
"Follow-Up Status","Zenith Mode: Josef (Ice)","","Spirit Attack: Josef (Ice)","NAT","Self","","","","0.01","Grants [Dualcast Monk 1], [Monk +30% Boost 1], [Monk Instant Cast 1] to the user/all allies if 0-3/4+ Monk allies are alive","N","Self","0","Special","31542895","","✓"
"Follow-Up Status","Dual Awoken Monk Mode I (Josef v2)","","Dual Hero's Rebuke","NAT","All allies","","","","0.01","Grants [Monk +30% Boost 1] to all allies","N","All allies","0","Special","31542896","","✓"
"Follow-Up Status","Dual Awoken Monk Mode II (Josef v2)","","Dual Hero's Courage","NAT","All allies","","","","0.01","Grants [Quick Cast 1] and [ATK and MND +30%, DEF and RES +25% (8s)] to all allies","N","All allies","0","Special","31542897","","✓"
"Follow-Up Status","Zenith Mode: Zell (Fire)","","Spirit Attack: Zell (Fire)","PHY","Single enemy","Physical","3.36","Fire, NE","0.01","Grants [Weakness +30% Boost 3] to the user if 0-2 Monk allies are alive, grants [Weakness +30% Boost 3] to all allies if 3 Monk allies are alive, grants [Weakness +30% Boost 3] and one single attack (3.36) capped at 99999 if 4+ Monk allies are alive","Y","Lowest HP% enemy","0","Special","31542898","","✓"
"Follow-Up Status","Zenith Mode: Master (Earth, Fire, Lightning)","","Spirit Attack: Master (Fire, Lightning, Earth)","NAT","Self","","","","0.01","Grants [Instant Cast 3], [Deadly Strikes +20% 3], and [Damage Cap +10000 3] to the user if 4+ Monk allies are alive, grants [Instant Cast 3] and [Deadly Strikes +20% 3] to the user if 0-3 Monk allies are alive","N","Self","0","Special","31542899","","✓"
"Follow-Up Status","Awoken Quick Duel Mode","","Fast Arts","PHY","Single enemy","Physical","1.92","Fire, NE","0.01","Six single attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Monk","31542900","","✓"
"Follow-Up Status","Zenith Mode: Noctis (Fire)","","Spirit Attack: Noctis (Fire)","NAT","Self","","","","0.01","Grants [Fire Instant Cast 1] to the user, grants [Buff Fire 10% (5s)] every 2 uses","N","Self","0","Special","31542909","","✓"
"Follow-Up Status","Zenith Mode: Lunafreya","","Spirit Attack: Lunafreya","NAT","Single enemy","","","","0.01","Grants  [Magical +30% Boost 1]/[Damage +30% Boost 1] if 0-3/4+ FFXV allies are alive","N","All allies","0","Special","31542910","","✓"
"Follow-Up Status","Zenith Mode: Alphinaud","","Spirit Attack: Alphinaud","NAT","Self","","","","0.01","Grants [Quick Cast 3] and [Soul Break Gauge +250] to the user","N","Self","0","Special","31542911","","✓"
"Follow-Up Status","Zenith Mode: Prompto","","Spirit Attack: Prompto","PHY","Single enemy","Physical","1.60","Lightning, NE","0.01","Two single attacks (0.80 each), 100% hit rate, causes [Imperil Lightning 10% (5s)], grants [Quick Cast 2] to the user","Y","Lowest HP% enemy","0","Machinist","31542912","","✓"
"Follow-Up Status","Zenith Mode: Fran","","Spirit Attack: Fran","NAT","Single enemy","","","","0.01","Causes [DEF and RES -50% (8s) Custom Param], grants [Quick Cast 1] to the user","N","Lowest HP% enemy","0","Special","31542913","","✓"
"Follow-Up Status","Zenith Mode: Arciela","","Spirit Attack: Arciela","NAT","All allies","","","","0.01","Grants [Ice/Lightning/Water/Wind Ability +10% Boost 3]/[Prismatic Ability +30% Boost 3] if 0-3/4+ FFXI allies are alive","N","All allies","0","Special","31542914","","✓"
"Follow-Up Status","Chain Force Mode: Rydia (Water)","","Water Guidance: Rydia","SUM","Single enemy","Magical","7.80","","0.01","One single hit (7.80/8.20) capped at 99999 scaling with [Water Guidance: Rydia Uses], grants [Water Ability Quick Cast 1] and summoning smart ether 2 to the user","N","Single enemy","0","Summoning","31542915","","✓"
"Follow-Up Status","Chain Force Mode: Noctis  (Fire)","","Fire Guidance: Noctis","PHY","Single enemy","Physical","1.95","Fire, NE","0.01","One single attack (1.95/2.05) capped at 99999 scaling with [Fire Guidance: Noctis Uses]","N","Single enemy","0","Combat","31542919","","✓"
"Follow-Up Status","Chain Force Mode: Prompto (Lightning)","","Lightning Guidance: Prompto","PHY","Single enemy","Physical","1.28","Lightning, NE","0.01","Four single ranged attacks (0.32 each), 100% hit rate","Y","Lowest HP% enemy","0","Machinist","31542920","","✓"
"Follow-Up Status","Chain Force Mode: Ignis (Fire)","","Fire Guidance: Ignis","NAT","All allies","","","","0.01","Grants [Instant Cast 1] to all allies","N","All allies","0","","","","✓"
"Follow-Up Status","Chain Force Mode: Lion (Water)","","Water Guidance: Lion","PHY","Single enemy","Physical","","Water, NE","0.01","Four single attacks (? each)","","","","","","","✓"
"Follow-Up Status","Zenith Mode: Rydia (Water)","","Spirit Attack: Rydia (Water)","SUM","Single enemy","Magical","16.20","Water, NE","0.01","Six single attacks (2.70/3.05 each) multiplier increases if exploiting weakness","Y","Lowest HP% enemy","0","Summoning","31542921","","✓"
"Follow-Up Status","Zenith Mode: Meia","","Spirit Attack: Meia","BLK","Single enemy","Magical","7.50","Water, NE","0.01","One single attack (7.50) capped at 99999, grants [Water Ability +30% Boost 3] to the user","Y","Lowest HP% enemy","0","Black Magic","31542942","","✓"
"Follow-Up Status","Zenith Mode: Bartz (Water)","","Spirit Attack: Bartz (Water)","NAT","Self","","","","0.01","Grants [100% Critical 5] and [Spellblade Instant Cast 5] to the user","N","Self","0","Special","31542943","","✓"
"Follow-Up Status","Zenith Mode: Squall (Ice)","","Spirit Attack: Squall (Ice)","PHY","Single enemy","Physical","6.00","Ice, NE","0.01","Ten single attacks (0.60 each) capped at 19999 with 100% critical rate","Y","Lowest HP% enemy","0","Spellblade","31542944","","✓"
"Follow-Up Status","Zenith Mode: Rikku","","Spirit Attack: Rikku","NAT","All allies","","","","0.01","Grants [Deadly Strikes +20% 3] to all allies","N","All allies","0","Special","31542945","","✓"
"Follow-Up Status","Zenith Mode: Enna Kros","","Spirit Attack: Enna Kros","BLK","Single enemy","Magical","7.40","Earth, NE","0.01","Five single attacks (1.48 each), grants [Earth Ability +30% Boost 3] to the user","N","Lowest HP% enemy","0","Black Magic","31542946","","✓"
"Follow-Up Status","Chain Force Mode: Rikku (Water)","","Water Guidance: Rikku","NAT","All allies","","","","0.01","Grants [Instant Cast 1] to all allies","N","All allies","0","Special","31542947","","✓"
"Follow-Up Status","Zenith Mode: Reynn (Ice)","","Spirit Attack: Reynn (Ice)","NAT","Self","","","","0.01","Grants [Dualcast Ice 1] to the user","N","Self","0","Special","31542954","","✓"
"Follow-Up Status","Zenith Mode: Eight (Ice)","","Spirit Attack: Eight (Ice)","NAT","Self","","","","0.01","Grants [Deadly Strikes +20% 3], [100% Critical 3 (v2)] to the user","N","Self","0","Special","31542955","","✓"
"Follow-Up Status","Dual Awoken Ice Mode II (Reynn)","","Dual Nosenose Summoner","NAT","Single enemy","","","","0.01","Causes [Imperil Prismatic 20% (15s)], [DEF, RES and MND -50% (8s)] and grants [Instant Cast 1] to all allies if 4+ summoner allies are alive, causes [Imperil Ice 20% (15s)] and [DEF, RES and MND -50% (8s)] if 0-3 summoner allies are alive","N","Lowest HP% enemy","0","Special","31542956","","✓"
