"ID 1210 1211 1212 1213 1214 1215 1216 1217 1218 1219 1220 1221 1222 1223 1224 1225 1226 1227 1228 1229 10000 10001 10002 10003 10004 10005 10006 10007 10008 10009 10100 10101 10102 10103 10104 10105 10106 10107 10108 10109 11000 11001 11002 11003 11004 11005 11006 11007 11008 11009 11100 11101 11102 11103 11104 11105 11106 11107 11108 11109 200 201 202 203 204","Common Name Imperil Holy 40% (5s) Imperil Dark 40% (5s) Imperil Fire 40% (5s) Imperil Wind 40% (5s) Imperil Lightning 40% (5s) Imperil Water 40% (5s) Imperil Ice 40% (5s) Imperil Earth 40% (5s) Imperil Poison 40% (5s) Imperil Holy 20% (5s) Imperil Dark 20% (5s) Imperil Fire 20% (5s) Imperil Wind 20% (5s) Imperil Lightning 20% (5s) Imperil Water 20% (5s) Imperil Ice 20% (5s) Imperil Earth 20% (5s) Imperil Poison 20% (5s) Deshell =0 Deshell 10% (5s) Deshell 20% (5s) Deshell 30% (5s) Deshell 40% (5s) Deshell 50% (5s) Deshell 60% (5s) Deshell 10% (15s) Deshell 20% (15s) Deprotect =0 Deprotect 10% (5s) Deprotect 20% (5s) Deprotect 30% (5s) Deprotect 40% (5s) Deprotect 50% (5s) Deprotect 60% (5s) Deprotect 10% (15s) Deprotect 20% (15s) Poison Silence Paralyze Confuse Haste","Effects Holy Resistance -40%, cumulable Dark Resistance -40%, cumulable Fire Resistance -40%, cumulable Wind Resistance -40%, cumulable Lightning Resistance -40%, cumulable Water Resistance -40%, cumulable Ice Resistance -40%, cumulable Earth Resistance -40%, cumulable Poison Resistance -40%, cumulable Holy Resistance -20%, cumulable Dark Resistance -20%, cumulable Fire Resistance -20%, cumulable Wind Resistance -20%, cumulable Lightning Resistance -20%, cumulable Water Resistance -20%, cumulable Ice Resistance -20%, cumulable Earth Resistance -20%, cumulable Poison Resistance -20%, cumulable Removes all Deshell statuses when set Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Increases magical damage taken by 30%, cumulable Increases magical damage taken by 40%, cumulable Increases magical damage taken by 50%, cumulable Increases magical damage taken by 60%, cumulable Increases magical damage taken by 10%, cumulable Increases magical damage taken by 20%, cumulable Removes all Deprotect statuses when set Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Increases physical damage taken by 30%, cumulable Increases physical damage taken by 40%, cumulable Increases physical damage taken by 50%, cumulable Increases physical damage taken by 60%, cumulable Increases physical damage taken by 10%, cumulable Increases physical damage taken by 20%, cumulable Damages for 1/64 maximum HP every 5.00 seconds, persists after battle Disables BLK, WHT, BLU and SUM actions, persists after battle Prevents from acting Forces default action (Attack for characters), affects targeting (single: 50% random enemy, 50% random ally; group: 50% all enemies, 50% all allies), resets ATB when set or removed, removed upon taking damage by PHY attacks ATB speed x2.00","Default Duration 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 5 seconds 15 seconds 15 seconds - 20 seconds 15 seconds 30 seconds -","MND Modifier - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - ± 2,50% ± 2,00% ± 2,50% -","Exclusive Status - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Low Regen, Medium Regen, High Regen, Sap, Phantom Regen, Regenga - All ""Retaliate"" statuses All ""Retaliate"" statuses, Rage, Green Cherry, Ability Berserk Slow","Coded Name INCREASE_ELEMENT_DEF_HOLY_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M4_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_HOLY_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_DARK_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_FIRE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WIND_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_LIGHTNING_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_WATER_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_ICE_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_EARTH_M2_TIME_SMALL_5000 INCREASE_ELEMENT_DEF_POISON_M2_TIME_SMALL_5000 UNSET_DESHELL INCREASE_DESHELL_LEVEL_1_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_2_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_3_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_4_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_5_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_6_TIME_SMALL_5000 INCREASE_DESHELL_LEVEL_1_TIME_MEDIUM INCREASE_DESHELL_LEVEL_2_TIME_MEDIUM UNSET_DEPROTECT INCREASE_DEPROTECT_LEVEL_1_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_2_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_3_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_4_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_5_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_6_TIME_SMALL_5000 INCREASE_DEPROTECT_LEVEL_1_TIME_MEDIUM INCREASE_DEPROTECT_LEVEL_2_TIME_MEDIUM POISON SILENCE PARALYSIS CONFUSION HASTE","Notes - - - - - - - - - - - - - - - - - - - - - - -"
"285103","Spellblade Resonance +3% Boost","Spellblade abilities deal 3% more damage","15 seconds","-","-","RESONANCE_SPELLBLADE_SMALL","-"
"285104","","","","","","",""
"285105","Sharpshooter Resonance +3% Boost","","","","","RESONANCE_SHOOTER_SMALL",""
"285106","","","","","","",""
"285107","","","","","","",""
"285108","","","","","","",""
"285109","","","","","","",""
"285110","","","","","","",""
"285111","","","","","","",""
"285112","","","","","","",""
"285113","Samurai Resonance +3% Boost","Samurai abilities deal 3% more damage","15 seconds","-","-","RESONANCE_SAMURAI_SMALL","-"
"285114","Witch Resonance +3% Boost","Witch abilities deal 3% more damage","15 seconds","-","-","RESONANCE_WITCH_SMALL",""
"285115","","","","","","",""
"285116","Summoning Resonance +3% Boost","Summon abilities deal 3% more damage","15 seconds","-","-","RESONANCE_SUMMONING_SMALL","-"
"285117","","","","","","",""
"285118","Knight Resonance +3% Boost","Knight abilities deal 3% more damage","15 seconds","-","-","RESONANCE_KNIGHT_SMALL","-"
"285119","","","","","","",""
"285120","","","","","","",""
"285200","","","","","","",""
"285201","Weakness Resonance +3% Boost","Increases damage dealt by 3% when exploiting elemental weaknesses","15 seconds","-","-","RESONANCE_WEAK_SMALL","-"
"285202","Ability Resonance +3% Boost","Abilities deal 3% more damage","15 seconds","-","-","RESONANCE_ABILITY_SMALL","-"
"285203","XII Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is XII","15 seconds","-","-","RESONANCE_SERIES_FF12_SMALL","-"
"285204","Type-0 Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is Type-0","15 seconds","-","-","RESONANCE_SERIES_TYPE0_SMALL","-"
"285205","VII Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is VII","15 seconds","-","-","RESONANCE_SERIES_FF7_SMALL","-"
"285206","VI Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is VI","15 seconds","-","-","RESONANCE_SERIES_FF6_SMALL","-"
"285207","IV Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is IV","15 seconds","-","-","RESONANCE_SERIES_FF4_SMALL","-"
"285208","XIV Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is XIV","15 seconds","-","-","RESONANCE_SERIES_FF14_SMALL","-"
"285209","XI Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is XI","15 seconds","-","-","RESONANCE_SERIES_FF11_SMALL","-"
"285210","XV Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is XV","15 seconds","-","-","RESONANCE_SERIES_FF15_SMALL","-"
"285211","IX Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is IX","15 seconds","-","-","RESONANCE_SERIES_FF9_SMALL","-"
"285212","X Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is X","15 seconds","-","-","RESONANCE_SERIES_FF10_SMALL","-"
"285213","","","","","","",""
"285214","Core, Beyond Resonance +3% Boost","Increases damage dealt by 3% if the character's Realm is Core or Beyond","15 seconds","-","-","RESONANCE_SERIES_JOB_AND_FF_GAIDEN_SMALL",""
"285215","","","","","","",""
"285216","","","","","","",""
"285217","","","","","","",""
"285218","","","","","","",""
"285219","","","","","","",""
"286200","","","","","","",""
"286201","Ability Resonance +2% Boost","Abilities deal 2% more damage","15 seconds","-","-","RESONANCE_ABILITY_EXTRA_SMALL","-"
"286202","","","","","","",""
"286203","","","","","","",""
"286204","","","","","","",""
"286205","","","","","","",""
"286206","","","","","","",""
"286207","","","","","","",""
"286208","","","","","","",""
"286209","","","","","","",""
"290000","","","","","","",""
"290001","Sorcery +15% Boost (15s)","BLK, WHT, BLU, SUM or NIN attacks deal 15% more damage (additive with other Sorcery statuses)","15 seconds","-","-","SORCERY_DAMAGE_SMALL_15000",""
"290002","Sorcery +5% Boost (5s)","BLK, WHT, BLU, SUM or NIN attacks deal 5% more damage (additive with other Sorcery statuses)","5 seconds","-","-","SORCERY_DAMAGE_EXTRA_SMALL_105_5000",""
"290003","Sorcery +5% Boost 1","BLK, WHT, BLU, SUM or NIN attacks deal 5% more damage (additive with other Sorcery statuses)","1 turn","-","-","SORCERY_DAMAGE_EXTRA_SMALL_105_TURN_1",""
"290004","Sorcery +20% Boost 3","BLK, WHT, BLU, SUM or NIN attacks deal 20% more damage (additive with other Sorcery statuses)","3 turns","-","-","SORCERY_DAMAGE_SMALL_120_TURN_3",""
"290005","Sorcery +30% Boost 1","BLK, WHT, BLU, SUM or NIN attacks deal 30% more damage (additive with other Sorcery statuses)","1 turn","-","-","SORCERY_DAMAGE_MEDIUM_TURN_1",""
"290006","Sorcery +30% Boost 2","BLK, WHT, BLU, SUM or NIN attacks deal 30% more damage (additive with other Sorcery statuses)","2 turns","-","-","SORCERY_DAMAGE_MEDIUM_TURN_2",""
"290007","Sorcery +30% Boost 3","BLK, WHT, BLU, SUM or NIN attacks deal 30% more damage (additive with other Sorcery statuses)","3 turns","-","-","SORCERY_DAMAGE_MEDIUM_TURN_3",""
"290008","Sorcery +30% Boost (15s)","BLK, WHT, BLU, SUM or NIN attacks deal 30% more damage (additive with other Sorcery statuses)","15 seconds","-","-","SORCERY_DAMAGE_MEDIUM_15000",""
"290009","Sorcery +5% Boost (15s)","BLK, WHT, BLU, SUM or NIN attacks deal 5% more damage (additive with other Sorcery statuses)","15 seconds","-","-","SORCERY_DAMAGE_EXTRA_SMALL_105_15000",""
"290010","Sorcery +20% Boost (15s)","BLK, WHT, BLU, SUM or NIN attacks deal 20% more damage (additive with other Sorcery statuses)","15 seconds","-","-","SORCERY_DAMAGE_SMALL_120_15000",""
"290011","","","","","","",""
"290012","","","","","","",""
"290013","","","","","","",""
"290014","","","","","","",""
"290015","","","","","","",""
"290016","","","","","","",""
"290017","","","","","","",""
"290018","","","","","","",""
"290019","","","","","","",""
"3000","","","","","","",""
"3001","Dualcast Fire 1","Fire abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_FIRE_BY_TURN_1","-"
"3002","Dualcast Ice 1","Ice abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_BY_TURN_1","-"
"3003","Dualcast Lightning 1","Lightning abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_LIGHTNING_BY_TURN_1","-"
"3004","Dualcast Earth 1","Earth abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_EARTH_BY_TURN_1","-"
"3005","Dualcast Wind 1","Wind abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_BY_TURN_1","-"
"3006","Dualcast Water 1","Water abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_BY_TURN_1","-"
"3007","Dualcast Holy 1","Holy abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_HOLY_BY_TURN_1","-"
"3008","Dualcast Dark 1","Dark abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_BY_TURN_1","-"
"3009","Dualcast Poison 1","Poison abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_POISON_BY_TURN_1","-"
"3010","Dualcast Ice, Water, Lightning 1","Ice, Water or Lightning abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_WATER_LIGHTNING_BY_TURN_1","-"
"3011","Dualcast Black Magic 1","Black Magic abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_BLACK_MAGIC_ABILITY_BY_TURN_1","-"
"3012","Dualcast White Magic 1","White Magic abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_WHITE_MAGIC_ABILITY_BY_TURN_1","-"
"3013","Dualcast Summoning 1","Summoning abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_SUMMONING_ABILITY_BY_TURN_1","-"
"3014","Dualcast Spellblade 1","Spellblade abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_SPELLBLADE_ABILITY_BY_TURN_1","-"
"3015","Dualcast Combat 1","Combat abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_COMBAT_ABILITY_BY_TURN_1","-"
"3016","Dualcast Support 1","Support abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_SUPPORT_ABILITY_BY_TURN_1","-"
"3017","Dualcast Celerity 1","Celerity abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_CELERITY_ABILITY_BY_TURN_1","-"
"3018","Dualcast Dragoon 1","Dragoon abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_DRAGOON_ABILITY_BY_TURN_1","-"
"3019","Dualcast Monk 1","Monk abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_MONK_ABILITY_BY_TURN_1","-"
"3020","Dualcast Thief 1","Thief abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_THIEF_ABILITY_BY_TURN_1","-"
"3021","Dualcast Knight 1","Knight abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_KNIGHT_ABILITY_BY_TURN_1","-"
"3022","Dualcast Samurai 1","Samurai abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_SAMURAI_ABILITY_BY_TURN_1","-"
"3023","Dualcast Ninja 1","Ninja abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_NINJA_ABILITY_BY_TURN_1","-"
"3024","Dualcast Bard 1","Bard abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_BARD_ABILITY_BY_TURN_1","-"
"3025","Dualcast Dancer 1","Dancer abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_DANCER_ABILITY_BY_TURN_1","-"
"3026","Dualcast Machinist 1","Machinist abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_MACHINIST_ABILITY_BY_TURN_1","-"
"3027","Dualcast Darkness 1","Darkness abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_DARKNESS_ABILITY_BY_TURN_1","-"
"3028","Dualcast Sharpshooter 1","Sharpshooter abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_SHOOTER_ABILITY_BY_TURN_1","-"
"3029","Dualcast Witch 1","Witch abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_WITCH_ABILITY_BY_TURN_1","-"
"3030","Dualcast Heavy 1","Heavy abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_HEAVY_ABILITY_BY_TURN_1","-"
"3031","Dualcast Wind 3","Wind abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_BY_TURN_3","-"
"3032","Dualcast Dark 3","Dark abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_BY_TURN_3","-"
"3033","Dualcast Fire, Dark 1","Fire or Dark abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_FIRE_BY_TURN_1","-"
"3034","Dualcast Fire, Dark 2","Fire or Dark abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_FIRE_BY_TURN_2","-"
"3035","Dualcast Fire, Dark 3","Fire or Dark abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_FIRE_BY_TURN_3","-"
"3036","Dualcast Earth, Holy 1","Earth or Holy abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_EARTH_HOLY_BY_TURN_1","-"
"3037","Triplecast Earth, Holy 1","Earth or Holy abilities trigger 2 additional times","1 turn","-","-","SEQ_ABILITY_REPEAT_2_TIMES_FOR_ELEMENT_EARTH_HOLY_BY_TURN_1","-"
"3038","Quadracast Earth, Holy 1","Earth or Holy abilities trigger 3 additional times","1 turn","-","-","SEQ_ABILITY_REPEAT_3_TIMES_FOR_ELEMENT_EARTH_HOLY_BY_TURN_1","-"
"3039","Exacast Earth, Holy 1","Earth or Holy abilities trigger 5 additional times","1 turn","-","-","SEQ_ABILITY_REPEAT_5_TIMES_FOR_ELEMENT_EARTH_HOLY_BY_TURN_1","-"
"3040","Dualcast Ice, Lightning 1","Ice or Lightning abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_LIGHTNING_BY_TURN_1","-"
"3041","Dualcast Holy 2","Holy abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_HOLY_BY_TURN_2","-"
"3042","Dualcast Fire 3","Fire abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_FIRE_BY_TURN_3","-"
"3043","Dualcast Fire 2","Fire abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_FIRE_BY_TURN_2","-"
"3044","Dualcast Prismatic 1","Fire, Ice, Lightning, Wind, Earth, Water, Holy, Dark or Poison abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ALL_BY_TURN_1","-"
"3045","Triplecast Ice, Lightning 1","Ice or Lightning abilities trigger 2 additional times","1 turn","-","-","SEQ_ABILITY_REPEAT_2_TIMES_FOR_ELEMENT_ICE_LIGHTNING_BY_TURN_1","-"
"3046","Dualcast Holy 3","Holy abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_HOLY_BY_TURN_3","-"
"3047","Dualcast Ice, Earth, Water 1","Ice, Earth or Water abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_ICE_EARTH_BY_TURN_1","-"
"3048","Dualcast Ice, Earth, Water 2","Ice, Earth or Water abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_ICE_EARTH_BY_TURN_2","-"
"3049","Dualcast Ice, Earth, Water 3","Ice, Earth or Water abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_ICE_EARTH_BY_TURN_3","-"
"3050","Dualcast Ice 3","Ice abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_BY_TURN_3","-"
"3051","Dualcast Holy, Dark 3","Holy or Dark abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_HOLY_BY_TURN_3","-"
"3052","Dualcast Water, Holy 1","Water or Holy abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_HOLY_WATER_BY_TURN_1","-"
"3053","Dualcast Lightning, Dark 1","Lightning or Dark abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_LIGHTNING_BY_TURN_1",""
"3054","Dualcast Poison 2","Poison abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_POISON_BY_TURN_2","-"
"3055","Dualcast Lightning 2","Lightning abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_LIGHTNING_BY_TURN_2",""
"3056","Dualcast Wind, Dark 1","Wind or Dark abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_DARK_BY_TURN_1",""
"3057","Dualcast Ice abilities","Ice abilities trigger an additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_BY_TURN_2",""
"3058","Dualcast Wind 2","Wind abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_BY_TURN_2",""
"3059","Dualcast Earth 2","Earth abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_EARTH_BY_TURN_2",""
"3060","Dualcast Water 2","Water abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_BY_TURN_2",""
"3061","Dualcast Prismatic 2","Fire, Ice, Lightning, Wind, Earth, Water, Holy, Dark or Poison abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ALL_BY_TURN_2",""
"3062","Dualcast Fire, Ice 3","Fire or Ice abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_FIRE_BY_TURN_3",""
"3063","Dualcast Lightning, Wind 1","Lightning or Wind abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_LIGHTNING_BY_TURN_1",""
"3064","Dualcast Fire, Lightning, Water 1","Fire, Lightning or Water abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_FIRE_LIGHTNING_WATER_BY_TURN_1",""
"3065","Dualcast Holy, Dark 1","Holy or Dark abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_HOLY_BY_TURN_1",""
"3066","Dualcast Ice, Earth 1","Ice or Earth abilities trigger 1 additional time","1 turn","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_EARTH_BY_TURN_1",""
"3067","Dualcast Dark 2","Dark abilities trigger 1 additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_DARK_BY_TURN_2",""
"3068","Dualcast Lightning (Tactical, Max 5)","Lightning abilities trigger 1 additional time, removed after triggering 5 times or if the character hasn't [Tactical Awoken Mode]","5 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_LIGHTNING_MAX_5_WHILE_TACTICAL_AWAKE_MODE","inferred"
"3069","Dualcast Water (Tactical, Max 5)","Water abilities trigger 1 additional time, removed after triggering 5 times or if the character hasn't [Tactical Awoken Mode]","5 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_MAX_5_WHILE_TACTICAL_AWAKE_MODE","inferred"
"3070","Dualcast Water 3","Water abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WATER_BY_TURN_3",""
"3071","Dualcast Fire, Ice, Earth, Wind 3","Fire, Ice, Earth or Wind abilities trigger 1 additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_FIRE_ICE_WIND_EARTH_BY_TURN_3",""
"3072","Dualcast, Instant Cast Wind (Tactical)","Wind abilities trigger an additional time; Cast speed x999999 for Wind abilities","5 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_WIND_MAX_5_WHILE_TACTICAL_AWAKE_MODE","inferred"
"3073","Quadracast Fire, Ice, Lightning (Tactical, Max 1)","Fire, Ice or Lightning abilities trigger 3 additional times, removed after triggering or if the character hasn't [Tactical Awoken Mode]","1 turn","-","-","SEQ_ABILITY_REPEAT_3_TIMES_FOR_ELEMENT_FIRE_ICE_LIGHTNING_MAX_1_WHILE_TACTICAL_AWAKE_MODE","inferred"
"3074","Dualcast Ice, Dark abilities","Ice, Dark abilities trigger an additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_DARK_BY_TURN_2","inferred"
"3075","Dualcast Ice, Dark abilities","Ice, Dark abilities trigger an additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_DARK_BY_TURN_3","inferred"
"3076","Dualcast Ice, Lightning abilities","Ice, Lightning abilities trigger an additional time","2 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_LIGHTNING_BY_TURN_2","inferred"
"3077","Dualcast Ice, Lightning abilities","Ice, Lightning abilities trigger an additional time","3 turns","-","-","SEQ_ABILITY_REPEAT_1_TIMES_FOR_ELEMENT_ICE_LIGHTNING_BY_TURN_3","inferred"
