"Element","Img","Name","Realm","Rarity","HP","ATK","DEF","MAG","RES","MND","SPD","Passive 1","1","Passive 2","2","Passive 3","3","Passive 4","4","Passive 5","5","Passive 6","6","Passive 7","7","Passive 8","8","Passive 9","9","Passive 10","10","Passive 11","11","Passive 12","12","Ultra Skill Img","Magicite Ultra Skill","Type","Auto Target","Formula","Multiplier","Ultra Skill Element","Time","Effects","Counter","Ultra Skill Name (JP)","Cooldown","Duration","ID","✓"
"Prismatic","","Bahamut ZERO (Ultra Magic) (Fire)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Fire","15","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000181","✓"
"Prismatic","","Bahamut ZERO (Ultra Magic) (Ice)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Ice","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000182",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Lightning)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Lightning","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000183",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Earth)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Earth","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000184",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Wind)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Wind","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000185",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Water)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Water","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000186",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Holy)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Holy","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Dark Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000187",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Dark)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Dark","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000188",""
"Prismatic","","Bahamut ZERO (Ultra Magic) (Poison)","-","","6144","269","268","308","268","268","336","Gaia Wyrm Diversion","15","ZERO Seal: Poison","15","[ZERO Seal: Fire Slot]","-","[ZERO Seal: Ice Slot]","-","[ZERO Seal: Wind Slot]","-","[ZERO Seal: Earth Slot]","-","[ZERO Seal: Lightning Slot]","-","[ZERO Seal: Water Slot]","-","[ZERO Seal: Holy Slot]","-","[ZERO Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Teraflare Magic","BLK","Lowest HP% enemy","Magical","47.00","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (12.00) capped at 59999, ignores RES, followed by one single attack (15.50) capped at 79999, ignores RES, followed by one single attack (19.50) capped at 99999, ignores RES","N","【契】ギガフレア・魔","0.01","8.00","161000189",""
"Prismatic","","Gilgamesh (Ultra Attack) (Fire)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Fire","15","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000208",""
"Prismatic","","Gilgamesh (Ultra Attack) (Ice)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Ice","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000209",""
"Prismatic","","Gilgamesh (Ultra Attack) (Lightning)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Lightning","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000210",""
"Prismatic","","Gilgamesh (Ultra Attack) (Earth)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Earth","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000211",""
"Prismatic","","Gilgamesh (Ultra Attack) (Wind)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Wind","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000212",""
"Prismatic","","Gilgamesh (Ultra Attack) (Water)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Water","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000213",""
"Prismatic","","Gilgamesh (Ultra Attack) (Holy)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Holy","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000214",""
"Prismatic","","Gilgamesh (Ultra Attack) (Dark)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Dark","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000215",""
"Prismatic","","Gilgamesh (Ultra Attack) (Poison)","-","","6023","301","260","267","260","260","186","Swordsman Diversion","15","Swordsman Seal: Poison","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Physical","PHY","Lowest HP% enemy","Physical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single ranged attack (?) capped at 99999, ignores DEF, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・攻","0.01","15.00","161000216",""
"Prismatic","","Gilgamesh (Ultra Magic) (Fire)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Fire","15","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000217",""
"Prismatic","","Gilgamesh (Ultra Magic) (Ice)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Ice","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000218",""
"Prismatic","","Gilgamesh (Ultra Magic) (Lightning)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Lightning","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000219",""
"Prismatic","","Gilgamesh (Ultra Magic) (Earth)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Earth","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000220",""
"Prismatic","","Gilgamesh (Ultra Magic) (Wind)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Wind","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000221",""
"Prismatic","","Gilgamesh (Ultra Magic) (Water)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Water","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Holy Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000222",""
"Prismatic","","Gilgamesh (Ultra Magic) (Holy)","-","","6023","267","260","305","260","260","186","Swordsman Diversion","15","Swordsman Seal: Holy","15","[Swordsman Seal: Fire Slot]","-","[Swordsman Seal: Ice Slot]","-","[Swordsman Seal: Wind Slot]","-","[Swordsman Seal: Earth Slot]","-","[Swordsman Seal: Lightning Slot]","-","[Swordsman Seal: Water Slot]","-","[Swordsman Seal: Dark Slot]","-","[Swordsman Seal: Poison Slot]","-","[Inheritance Slot]","-","[Inheritance Slot]","-","","Ultra Masamune Magic","BLK","Lowest HP% enemy","Magical","","Fire, Ice, Lightning, Earth, Wind, Water, Holy, Dark, Poison","0.01","One single attack (?) capped at 99999, ignores RES, grants [Buff Prismatic 10% (?s)] to all allies","N","【契】まさむね・魔","0.01","15.00","161000223",""
