Realm,Character,Img,Sphere,S. Lv 1,S. Lv 2,S. Lv 3,S. Lv 4,S. Lv 5,Requisites,Mote 1 Required,,,,,,Mote 2 Required,,,,,,Mote 3 Required,,,,,,Mote 4 Required,,,,,
VI,Sabin,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Sabin,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Shadow,,Ranger,MAG +1,ATK +1,MAG +1,HP +60,MAG +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VI,Shadow,,Thief,ATK +1,MAG +1,DEF +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Shadow,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Shadow,,Ninja,Ninja dam. +3%,MAG +4,HP +160,ATK +5,Ninja dam. +6%,"Ranger, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VI,Shadow,,Samurai,ATK +3,ATK +4,HP +170,ATK +6,PHY/NIN +3%,"Thief, Warrior",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
VI,Shadow,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Shadow,,Stitch in Time,Ninja 5★ -> 6★,Stitch in Time x1,Ninja dam. +3%,-,-,Ninja (5★) x1,Ninja (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Cyan,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,DEF +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Cyan,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VI,Cyan,,Ranger,DEF +1,ATK +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VI,Cyan,,Samurai,Samurai dam. +3%,HP +170,ATK +4,Katana dam. +3%,Samurai dam. +6%,Warrior,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
VI,Cyan,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,"Warrior, Knight",Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Cyan,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,"Knight, Ranger",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VI,Cyan,,Demonsblood,Samurai 5★ -> 6★,Demonsblood x1,Samurai dam. +3%,-,-,Samurai (5★) x1,Samurai (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Gau,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Gau,,Ranger,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VI,Gau,,Monk,DEF +1,RES +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VI,Gau,,Berserker,ATK +3,ATK +3,ATK +4,ATK +5,Combat dam. +3%,Warrior,Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VI,Gau,,Beastmaster,RES +3,DEF +3,HP +150,ATK +6,Celerity dam. +3%,"Warrior, Ranger",Dexterity (4★),3,6,9,12,15,Vitality (4★),1,2,3,4,5,Wisdom (4★),1,2,3,4,5,,,,,,
VI,Gau,,Master,DEF +3,HP +60,ATK +4,ATK +5,HP +180,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Setzer,,Thief,ATK +1,DEF +1,RES +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Setzer,,Red Mage,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Setzer,,Bard,RES +1,ATK +1,RES +1,HP +55,RES +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
VI,Setzer,,Cannoneer,Machinist dam. +3%,DEF +3,HP +150,ATK +6,Machinist dam. +6%,Thief,Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
VI,Setzer,,Ninja,ATK +3,RES +3,HP +160,ATK +6,Throwing dam. +3%,"Thief, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VI,Setzer,,Viking,ATK +2,DEF +3,ATK +4,HP +230,ATK +6,"Red Mage, Bard",Vitality (4★),3,7,10,13,16,Bravery (4★),2,3,5,7,9,,,,,,,,,,,,
VI,Setzer,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Strago,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VI,Strago,,Red Mage,MND +1,RES +1,HP +60,RES +1,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Strago,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
VI,Strago,,Magus,MAG +4,HP +100,MAG +5,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VI,Strago,,Summoner,SUM dam. +3%,MND +4,MAG +4,MAG +6,Summoning 4★ -> 5★,"Black Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VI,Strago,,Devout,MND +3,HP +100,RES +3,MND +6,White Magic 3★ -> 4★,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
VI,Relm,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
VI,Relm,,Black Mage,MAG +1,HP +40,MAG +1,RES +1,MAG +2,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VI,Relm,,Red Mage,RES +1,MAG +1,RES +1,HP +60,MND +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Relm,,Devout,MND +3,HP +100,MND +3,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
VI,Relm,,Geomancer,MAG +3,MND +3,HP +130,MAG +6,MND +6,"White Mage, Black Mage",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VI,Relm,,Summoner,MND +3,MAG +3,HP +120,MAG +6,SUM dam. +6%,"Black Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VI,Gogo (VI),,Warrior,ATK +1,ATK +1,ATK +1,HP +50,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Gogo (VI),,Black Mage,MAG +1,MAG +1,MAG +1,HP +50,MAG +2,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VI,Gogo (VI),,White Mage,MND +1,MND +1,MND +1,MND +2,HP +60,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
VI,Gogo (VI),,Gladiator,ATK +3,ATK +3,HP +150,ATK +5,PHY dam. +6%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Gogo (VI),,Magus,MAG +2,HP +150,MAG +4,MAG +5,BLK dam. +6%,"Warrior, Black Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VI,Gogo (VI),,Devout,MND +3,HP +100,HP +150,MND +6,WHT heals +6%,"Black Mage, White Mage",Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
VI,Umaro,,Monk,DEF +1,DEF +1,ATK +1,DEF +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VI,Umaro,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,PHY dam. +3%,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Umaro,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VI,Umaro,,Master,DEF +3,HP +60,ATK +4,ATK +5,ATK +5,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Umaro,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,PHY dam. +6%,"Monk, Warrior",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VI,Umaro,,Gladiator,ATK +3,DEF +3,HP +200,ATK +4,ATK +5,Knight,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Umaro,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Kefka,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VI,Kefka,,Bard,RES +1,MAG +1,RES +1,HP +55,RES +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
VI,Kefka,,Dancer,MAG +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
VI,Kefka,,Magus,MAG +3,HP +100,MAG +6,Darkness dam. +6%,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VI,Kefka,,Time Mage,RES +3,MAG +3,HP +120,RES +5,MAG +6,"Black Mage, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VI,Kefka,,Geomancer,RES +3,RES +3,HP +130,MAG +6,Dark dam. +3%,"Bard, Dancer",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VI,Kefka,,Allegro con Moto,Bard 5★ -> 6★,Allegro con Moto x1,Instrum. BLK dam. +3%,-,-,Bard (5★) x1,Bard (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Leo,,Knight,DEF +1,ATK +1,HP +100,DEF +1,Knight dam. +3%,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VI,Leo,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Leo,,Ranger,ATK +1,DEF +1,DEF +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VI,Leo,,Paladin,DEF +3,ATK +3,ATK +5,HP +250,Knight dam. +6%,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Leo,,Gladiator,ATK +3,DEF +4,HP +200,ATK +5,Sword dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Leo,,Samurai,ATK +3,ATK +4,HP +170,DEF +5,ATK +6,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
VI,Leo,,Aegis Strike,Knight 5★ -> 6★,Aegis Strike x1,Knight dam. +3%,-,-,Knight (5★) x1,Knight (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VI,Ultros,,Warrior,ATK +1,HP +70,DEF +1,ATK +2,ATK +3,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VI,Ultros,,Black Mage,MAG +1,HP +40,RES +1,MAG +3,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VI,Ultros,,Red Mage,MAG +1,DEF +1,MAG +2,HP +60,ATK +3,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VI,Ultros,,Gladiator,ATK +3,DEF +3,HP +200,ATK +6,Rod dam. +3%,Warrior,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VI,Ultros,,Magus,MAG +3,HP +100,RES +3,MAG +6,BLK dam. +6%,"Warrior, Black Mage",Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VI,Ultros,,Blue Mage,ATK +3,DEF +2,MAG +5,HP +120,Poison dam. +3%,"Black Mage, Red Mage",Spirit (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Cloud,,Red Mage,ATK +1,DEF +1,RES +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Cloud,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VII,Cloud,,Knight,DEF +1,ATK +1,HP +100,DEF +1,DEF +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VII,Cloud,,Spellblade,ATK +3,HP +170,ATK +5,Spellblade dam. +6%,Spellblade 4★ -> 5★,"Red Mage, Warrior",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Cloud,,Samurai,ATK +3,ATK +4,HP +170,ATK +6,Paralyze Imm. (minor),Warrior,Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Bravery (4★),1,2,3,4,5,,,,,,
VII,Cloud,,Paladin,DEF +3,ATK +3,ATK +5,HP +250,Enable Knight 3★,Knight,Spirit (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VII,Cloud,,Demonsblood,Samurai 5★ -> 6★,Demonsblood x1,Samurai dam. +3%,-,-,Samurai (5★) x1,Samurai (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Barret,,Monk,DEF +1,RES +1,ATK +1,ATK +2,HP +80,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VII,Barret,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VII,Barret,,Ranger,DEF +1,RES +1,ATK +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VII,Barret,,Master,DEF +3,HP +60,ATK +4,HP +180,Combat 3★ -> 4★,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VII,Barret,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,ATK +5,"Monk, Warrior",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VII,Barret,,Cannoneer,ATK +3,DEF +3,HP +150,ATK +6,Machinist dam. +6%,"Warrior, Ranger",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Bravery (4★),2,4,6,8,10,,,,,,
VII,Barret,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Tifa,,Monk,DEF +1,ATK +1,HP +40,ATK +1,Monk dam. +3%,-,Dexterity (3★),1,2,3,4,5,Vitality (3★),2,4,6,8,10,Bravery (3★),2,4,6,8,10,,,,,,
VII,Tifa,,Warrior,DEF +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VII,Tifa,,Thief,ATK +1,DEF +1,ATK +1,HP +55,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Tifa,,Master,DEF +3,ATK +4,HP +200,ATK +5,Monk dam. +6%,Monk,Dexterity (4★),1,2,3,4,5,Vitality (4★),2,4,6,8,10,Bravery (4★),2,4,6,8,10,,,,,,
VII,Tifa,,Berserker,ATK +2,ATK +2,ATK +3,ATK +3,Fist dam. +3%,"Monk, Warrior",Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VII,Tifa,,Ninja,DEF +3,ATK +3,HP +160,ATK +6,Celerity 3★ -> 4★,"Warrior, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VII,Tifa,,Lifebane,Monk 5★ -> 6★,Lifebane x1,Monk dam. +3%,-,-,Monk (5★) x1,Monk (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Aerith,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
VII,Aerith,,Black Mage,MAG +1,HP +40,MAG +1,RES +1,MAG +2,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VII,Aerith,,Red Mage,MND +1,RES +1,MAG +1,HP +60,MND +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Aerith,,Devout,WHT heals +3%,HP +100,MND +5,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
VII,Aerith,,Summoner,MAG +3,MAG +3,HP +120,MAG +6,SUM dam. +6%,"White Mage, Black Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Aerith,,Illusionist,RES +3,HP +120,MND +5,MND +6,Holy dam. +3%,"Black Mage, Red Mage",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Red XIII,,Warrior,ATK +1,HP +70,DEF +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VII,Red XIII,,Black Mage,MAG +1,HP +40,RES +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VII,Red XIII,,Red Mage,MAG +1,DEF +1,MAG +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Red XIII,,Berserker,ATK +3,ATK +3,ATK +5,ATK +5,ATK +6,Warrior,Vitality (4★),5,10,15,20,25,,,,,,,,,,,,,,,,,,
VII,Red XIII,,Magus,BLK dam. +3%,MAG +5,MAG +6,BLK dam. +6%,Black Magic 4★ -> 5★,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VII,Red XIII,,Geomancer,MAG +3,MAG +3,HP +130,ATK +5,MAG +6,"Black Mage, Red Mage",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Yuffie,,Ranger,MAG +1,DEF +1,RES +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VII,Yuffie,,Thief,MAG +1,RES +1,ATK +1,HP +55,Thief dam. +3%,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Yuffie,,Dancer,DEF +1,MAG +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
VII,Yuffie,,Ninja,ATK +3,MAG +3,HP +160,Thief dam. +6%,Ninja dam. +6%,"Ranger, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),2,4,6,8,10,Wisdom (4★),1,2,3,4,5,,,,,,
VII,Yuffie,,Warmage,ATK +3,ATK +4,HP +180,ATK +6,Paralyze Imm. (minor),"Ranger, Thief",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Yuffie,,Geomancer,MAG +3,RES +3,HP +130,MAG +6,Weakness dam. +3%,"Thief, Dancer",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Yuffie,,Mug Bloodlust,Thief 5★ -> 6★,Mug Bloodlust x1,Thief dam. +3%,-,-,Thief (5★) x1,Thief (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Yuffie,,Stitch in Time,Ninja 5★ -> 6★,Stitch in Time x1,Ninja dam. +3%,-,-,Ninja (5★) x1,Ninja (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Cait Sith,,White Mage,MND +1,HP +40,RES +1,MND +2,WHT heals +3%,-,Spirit (3★),4,7,10,13,16,Wisdom (3★),1,3,5,7,9,,,,,,,,,,,,
VII,Cait Sith,,Dancer,MAG +1,RES +1,MAG +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,,,,,,
VII,Cait Sith,,Bard,MAG +1,MND +1,RES +1,HP +55,MAG +2,-,Spirit (3★),2,4,6,8,10,Dexterity (3★),2,4,6,8,10,Wisdom (3★),1,2,3,4,5,,,,,,
VII,Cait Sith,,Devout,RES +3,HP +100,MND +5,MND +6,WHT heals +6%,White Mage,Spirit (4★),4,7,10,13,16,Wisdom (4★),1,3,5,7,9,,,,,,,,,,,,
VII,Cait Sith,,Summoner,SUM dam. +3%,MAG +5,MAG +6,SUM dam. +6%,Summoning 4★ -> 5★,"White Mage, Dancer",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Cait Sith,,Time Mage,HP +100,MND +3,HP +120,MND +6,MAG +6,"Dancer, Bard",Spirit (4★),2,4,6,8,10,Dexterity (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Cait Sith,,Allegro con Moto,Bard 5★ -> 6★,Allegro con Moto x1,WHT heals +3%,-,-,Bard (5★) x1,Bard (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Vincent,,Black Mage,MAG +1,HP +40,MAG +1,MAG +2,BLK dam. +3%,-,Spirit (3★),1,3,5,7,9,Wisdom (3★),4,7,10,13,16,,,,,,,,,,,,
VII,Vincent,,Ranger,MAG +1,ATK +1,RES +1,HP +60,ATK +2,-,Dexterity (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Bravery (3★),2,4,6,8,10,,,,,,
VII,Vincent,,Red Mage,MAG +1,ATK +1,HP +50,ATK +1,MAG +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
VII,Vincent,,Magus,MAG +3,MAG +3,HP +130,MAG +6,BLK dam. +6%,Black Mage,Spirit (4★),1,3,5,7,9,Wisdom (4★),4,7,10,13,16,,,,,,,,,,,,
VII,Vincent,,Geomancer,MAG +3,RES +3,HP +130,MAG +6,Fire dam. +3%,"Black Mage, Ranger",Spirit (4★),1,2,3,4,5,Dexterity (4★),2,4,6,8,10,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Vincent,,Warmage,ATK +3,ATK +3,ATK +5,ATK +6,Darkness dam. +6%,"Ranger, Red Mage",Dexterity (4★),2,4,6,8,10,Vitality (4★),1,2,3,4,5,Wisdom (4★),2,4,6,8,10,,,,,,
VII,Vincent,,Penalty Snipe,Machinist 5★ -> 6★,Penalty Snipe x1,Machinist dam. +3%,-,-,Machinist (5★) x1,Machinist (5★),4,10,15,,,,,,,,,,,,,,,,,,,,
VII,Zack,,Warrior,ATK +1,HP +70,ATK +1,ATK +1,ATK +2,-,Vitality (3★),2,4,6,8,10,Bravery (3★),3,6,9,12,15,,,,,,,,,,,,
VII,Zack,,Knight,DEF +1,ATK +1,HP +100,DEF +1,ATK +2,-,Vitality (3★),3,6,9,12,15,Bravery (3★),2,4,6,8,10,,,,,,,,,,,,
VII,Zack,,Red Mage,ATK +1,DEF +1,ATK +1,HP +60,ATK +2,-,Spirit (3★),2,4,6,8,10,Vitality (3★),1,2,3,4,5,Wisdom (3★),2,4,6,8,10,,,,,,
