"Realm","Character","Img","Name","Tier","SB Ver","Type","Target","Formula","Multiplier","Element","Time","Effects","Counter","Auto Target","Points","Mastery Bonus","Honing Effects","Relic","Name (JP)","ID","Anima","GL","✓"
"VI","Celes","","Awoken Mystic Blade","DASB","DASB2","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice with Stacking], [Damage Cap +10000], [Dual Awoken Invincible General Mode I (Celes - Ice)] and [Ice Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Lohengrin (VI)","覚醒神秘なる常勝の剣","20210032","","","✓"
"VI","Celes","","Awoken Mystic Blade (Dual Shift)","DASB","DASB2","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Invincible General Mode II (Celes - Ice)]","N","Self","0","","","Lohengrin (VI)","覚醒神秘なる常勝の剣","20210032","","","✓"
"VI","Celes","","Woven Bond: Celes (Ice)","LBC","LBC1","PHY","Single enemy","Physical","8.00","Ice, NE","0.01","Ten single attacks (0.80 each) capped at 19999, activates Ice Chain (max 150, field +0%) or adds 25 to the current Ice Chain maximum limit and increases the current chain count on all enemies by 10, grants [Chain Force Mode: Celes] and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","Limit Break Damage Up, Quick Cast 1","Mac an Luin (VI)","紡絆・セリス氷","20210034","","","✓"
"VI","Celes","","Glacial Edge","AASB","AASB3","PHY","Single enemy","Physical","9.00","Ice, NE","2.50","Fifteen single attacks (0.60 each), grants [Instant Cast 1], [Soul Break Gauge +250], [Attach Ice with Stacking], [Awoken Rune Knight], [Damage Cap +10000] and [Glaciate Edge] to the user","N","Lowest HP% enemy","500","ATK +10","Damage Up, Cast Time Down, Extra Usage","Double Cross (VI)","グレイシエイトエッジ","20210035","","","✓"
"VI","Celes","","Fated Bond: Celes","CSB","CSB2","NAT","All allies","","","","0.01","Activates Spellblade Chain (max 150, field +50%), grants [ATK +50% (25s)] and [Haste]","N","All allies","500","ATK +10","","Estoc (VI)","絆・セリス天命","20210036","13","","✓"
"VI","Celes","","Zenith Divine Edge","ZSB","ZSB1","PHY","Single enemy","Physical","6.30","Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Holy 3 with Stacking], [Damage Cap +10000], [Zenith Mode] and [Zenith Mode: Celes (Holy)] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Galatyn (VI)","究極ディバインエッジ","20210037","","","✓"
"VI","Celes","","Divine Might: Celes","OZSB","OZSB1","PHY","Single enemy","Physical","51.20","Ice/Holy","2.50","Seven single attacks (2.6/2.8/2.9/3.0 each) capped at 19999/29999/49999/59999, followed by three single attacks (11.0 each) capped at 99999. Multiplier/cap requirements: 0-2/3-4/5+ Ice or Holy abilities on allies/5+ Ice or Holy abilities on allies and 2+ allies with Attach Ice or Holy","N","Lowest HP% enemy","250","","Damage Up, Cast Time Down","Elemental Armguard (VI)","神威・セリス","20210038","","","✓"
"VI","Celes","","Awoken Unflinching Blade","DASB","DASB3","PHY","Single enemy","Physical","6.30","Ice, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Twin Element Mode (Ice, Holy)], [Damage Cap +10000], [Dual Awoken Invincible General Mode I (Celes)] and [(Ice/Holy) Resonance +5% Boost] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Coral Blade (VI)","覚醒清廉なる常勝の剣","20210039","","","✓"
"VI","Celes","","Awoken Unflinching Blade (Dual Shift)","DASB","DASB3","NAT","Self","","","","0.01","Grants [Instant ATB 1] and [Dual Awoken Invincible General Mode II (Celes)]","N","Self","0","","","Coral Blade (VI)","覚醒清廉なる常勝の剣","20210039","","","✓"
"VI","Celes","","Indomitable Might","CSB","CSB3","NAT","All allies","","","","0.01","Activates Holy Chain (max 150, field +30%), [ATK +50%] for 25 seconds","N","All allies","500","ATK +10","","Snow Dress (VI)","常勝の極意","20210041","","","✓"
"VI","Celes","","Zenith Shimmering Icerain","ZSB","ZSB2","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [100% Critical (25s)] to party, grants [Attach Ice 3 with Stacking], [Zenith Mode], [Zenith Mode: Celes (Ice)], [Damage Cap +10000], and [Instant Cast 2] to the user","N","Lowest HP% enemy","500","","Cast Time Down, Damage Up","Celes' Tyrfing (VI)","究極氷華儚散","20210042","","","✓"
"VI","Celes","","Continuous Flash: Celes (Ice)","Glint++","Glint++1","NAT","Self","","","","0.01","Grants [Attach Ice with Stacking], [Instant ATB 1], and [Instant Cast 1] to the user","N","Self","0","","Ice Damage Up, DRB","Celes' Ice Armlet (VI)","連閃・セリス氷","20210044","","","✓"
"VI","Celes","","Radiant Proud Blade","CASB","CASB1","PHY","Single enemy","Physical","6.30","Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Damage Cap +10000], [Attach Holy with Stacking], [Crystal Force Mode], and [Crystal Force Mode: Celes (Holy)] to the user","N","Lowest HP% enemy","500","","","Femme Fatale (VI)","耀光誇り高き常勝の剣","20210045","","","✓"
"VI","Celes","","Continuous Flash: Celes (Holy)","Glint++","Glint++2","NAT","Self","","","","0.01","Grants [Attach Holy with Stacking], [Soul Break Gauge +250], and [200% ATB 1]","N","Self","0","","","Diamond Tiara (VI)","連閃・セリス聖","20210046","","","✓"
"VI","Celes","","Radiant Mystical Snow","CASB","CASB2","PHY","Single enemy","Physical","6.30","Ice, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice with Stacking], [Damage Cap +10000], [Crystal Force Mode], and [Crystal Force Mode: Celes (Ice)] to the user","N","Lowest HP% enemy","500","","","Hero's Shield (VI)","耀光ミスティカルスノー","20210047","","","✓"
"VI","Celes","","Roaring Icy Blossoming","ASB","ASB1","PHY","Single enemy","Physical","4.00","Ice, NE","0.01","Five single attacks (0.80 each), grants [Instant ATB 1], [Damage Cap +10000], [Accel Mode], and [Accel Mode: Celes (Ice)] to the user","N","Lowest HP% enemy","250","","","Enkindler (VI)","轟・氷華絢爛","20210048","","","✓"
"VI","Celes","","Zenith Spellblade Unleashed","ZSB","ZSB3","PHY","Single enemy","Physical","6.30","Ice, Holy, NE","2.50","Seven single attacks (0.90 each) capped at 19999, grants [Attach Ice 2 with Stacking] or [Attach Holy 2 with Stacking], [Damage Cap +10000], [Zenith Mode], and [Zenith Mode: Celes (Ice/Holy)] to the user","N","Lowest HP% enemy","500","","","Ascalon (VI)","究極魔封剣・解放","20210049","","","✓"
"VI","Celes","","Starry Brilliant Blade","MASB","MASB1","NAT","Self","","","","0.01","Master Mode, Instant ATB 1 & Diffusion Barrier 1 to user
Master Mode: Cap Break Level 2, Hero Boost +25%, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Holy/NE physical attacks, Hero Boost +30/35/40/45/50% & Cap Break Level 3/4/5/6/7 to user after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Holy/NE physical attack at True Cap Break Level 1, [True Cap Break Level 1, Instant Cast & Hero Boost +50%] for 1 turn to user, removes Master Mode","N","Self","750","","","Twilight Steel (VI)","極星鮮烈なる常勝の剣","20210050","","",""
"VI","Celes","","Roaring Spellblade Divinity","ASB","ASB2","PHY","Single enemy","Physical","","Holy, NE","0.01","5 single attacks, grants [Damage Cap +10000], [Accel Mode], [Accel Mode: Celes (Holy)], and [Instant ATB 1] to the user","N","Lowest HP% enemy","250","","","Force Shield (VI)","轟・聖なる魔導の剣","20210051","","",""
"VI","Celes","","Starry Brilliant Flash","MASB","MASB2","NAT","All allies","","","","0.01","Grants Ice Damage +5% to party, grants [Master Mode], [Master Mode: Celes (Ice)], [Instant ATB 1], [Diffusion Barrier 1] to user.
Master Mode: Cap Break Level 4, Zero SB Cost 1 & Instant SB/LB Cast 1
Interval Chase: 10 single-target Ice/NE physical attacks, Ice Damage +10/15/20/25/30% to party after 1/2/3/4/5 chases (max 5 chases)
Master Chase: Single-target Ice/NE physical attack at True Cap Break Level 1, Ice Damage +30% to party, removes Master Mode","N","All allies","750","","","Immortal Order (VI)","極星玲瓏たる常勝の一閃","20210053","","",""
"VI","Celes","","Soul Drive: Celes","LBSD","LBSD1","NAT","Self","","","","0.01","Grants [Soul Drive Mode: Celes], [Instant ATB 1] to user","N","Self","250","","","Vedfolnir (VI)","SD・セリス","20210054","","",""
"VI","Celes","","War-Awoken Brilliant Snow","TASB","TASB1","NAT","Self","","","","0.01","Grants [Tactical Awoken Mode], [Tactical Awoken Mode: Celes (Ice)], & ATK +500 to user.
TP Max: AOE Ice/NE physical attack at True Cap Break Level 1","N","Self","500","","","Naglering (VI)","戦醒ブリリアントスノー","20210056","","",""
"VI","Celes","","War-Awoken Brilliant Snow (Weapon Skill)","TASB","TASB1","PHY","Single enemy","Physical","","Ice, NE","0.01","One single piercing attack at True Cap Break Level 1, grants [Instant ATB 1], [Instant Cast 1] to user.
Grants [Ice Damage Cap +20000 (Tactical)], [Ice 125% ATB (Tactical)] to user, and Weapon Skill Blue/Gold if user has Attach Ice 0-1/2
WS Blue: Grants [Attach Ice 2 with Stacking] to user
WS Gold: Grants [Ice Ability +50% Boost (Tactical)], [Ice Quick Cast (Tactical)] to user","N","Lowest HP% enemy","0","","","Naglering (VI)","戦醒ブリリアントスノー","20210056","","",""
"VI","Celes","","Radiant Whetted Blade","CASB","CASB3","PHY","Single enemy","Physical","","Ice, Holy, NE","2.50","Seven single attacks at Cap Break Level 1, En-Ice Stack or En-Holy Stack, Cap Break Level 1, [Instant ATB 1], [Crystal Force Mode] to user
Crystal Mode: Ice/Holy Ability Boost, Dualcast Ice/Holy, Zero Hone Cost to Ice/Holy Abilities & 25% DEF/RES Pierce
Crystal Force I/II: 4 single-target Ice/Holy/NE physical attacks at Cap Break Level 1, Instant Cast, [Dualcast Ice/Holy, Ice/Holy Ability Damage +50%, Quick ATB & 50% DEF/RES Pierce] for 1 turn to user","N","Lowest HP% enemy","500","","","Valhalla (VI)","耀光研ぎ澄ます常勝の剣","20210057","","",""
"VI","Mog","","Leaf Swirl","Default","Default","PHY","All enemies","Physical","1.10","-","2.50","One group attack (1.10)","Y","All enemies","250","","","-","木の葉乱舞","21000048","","✓","✓"
"VI","Mog","","Heroic Harmony","SB","SB1","NAT","All enemies","","","","3.00","[ATK and MAG -50%] for 25 seconds","N","All enemies","250","","","Heroic Scarf (VI)","伝説のハーモニー","21000046","1","✓","✓"
"VI","Mog","","Sunbath","SB","SB2","NAT","All allies","","","","3.00","[ATK +30%] for 25 seconds, grants [High Regen]","N","All allies","250","","","Holy Lance (VI)","日光浴","20900001","1","✓","✓"
"VI","Mog","","Earth Blues","SSB","SSB1","WHT","All enemies","Magical","14.22","Earth, NE","2.50","Six group attacks (2.37 each), [ATK and DEF -50%] for 25 seconds","N","All enemies","500","MND +10","","Gaia Bell (VI)","大地のブルース","20900002","1","✓","✓"
"VI","Mog","","Love Serenade","BSB","BSB1","NAT","All allies","","","","2.50","Grants [Haste], [MAG and MND +30%] for 25 seconds, grants [Burst Mode] to the user","N","All allies","500","MND +10","","Faerie Tail (VI)","愛のセレナーデ","20900003","1","✓","✓"
"VI","Mog","","Forest Nocturne","USB","USB1","NAT","All allies","","","","2.50","[ATK, MAG and MND +30%] for 25 seconds, grants [Quick Cast 3]","N","All allies","500","MND +10","","Mog's Timpani (VI)","森のノクターン","20900004","1","✓","✓"
"VI","Mog","","Twilight Requiem","USB","USB2","NAT","All enemies","","","","2.50","[ATK, DEF, MAG, RES and MND -30%] for 25 seconds, grants [Protect], [Shell] and [Haste] to all allies","N","All enemies","500","MND +10","","Prism Rod (VI)","闇のレクイエム","20900005","2","✓","✓"
"VI","Mog","","Hopeful Reunion","CSB","CSB1","NAT","All allies","","","","2.50","Activates VI Chain (max 150, field +50%), grants [Haste], [ATK and MAG +30%] for 25 seconds","N","All allies","500","MND +10","","Rune Bell (VI)","希望あふれし再会","20900006","5","✓","✓"
"VI","Mog","","Wind Rhapsody (VI)","AASB","AASB1","NAT","All allies","","","","0.01","[MAG and MND +50%] for 25 seconds, grants [Haste] and [Magical Quick Cast] to all allies, grants [Awoken Rhapsody] and [Fevered Rhapsody Follow-Up] to the user","N","All allies","500","MND +10","Stat Boon, Damage Reduction Barrier, Extra Usage","Mog Shield (VI)","風のラプソディ","20900007","","✓","✓"
"VI","Mog","","Guardian Symphony","Glint+","Glint+1","NAT","All allies","","","","0.01","Grants [Protect], [Shell] and [Stoneskin: 30%]","N","All allies","0","MND +10","","War Trumpet (VI)","守りのシンフォニー","20900008","4","✓","✓"
"VI","Mog","","Dance As One","AASB","AASB2","NAT","All allies","","","","0.01","Grants [ATK, DEF, MAG and RES +30% (25s)], [Quick Cast] and [Weakness +9% Boost (15s)]/[Weakness +15% Boost (15s)]/[Weakness +30% Boost (15s)] to all allies if 0-1/2-3/4+ FF6 allies are alive, grants [Awoken Rhapsody] and [Mog Step Follow-Up] to the user","N","All allies","500","MND +10","Stat Boon, Damage Reduction Barrier, Extra Usage","Fairy Flute (VI)","みんなでダンシング","20900009","","✓","✓"
"VI","Mog","","Snow Ensemble","SASB","SASB1","NAT","All allies","","","","0.01","Grants [MAG and MND +50% (25s)], grants [Synchro Mode] and [Arcane Virtuoso Mode] to the user","N","All allies","500","","Stat Boon, Damage Reduction Barrier","Blessed Bell (VI)","雪のアンサンブル","20900010","15","✓","✓"
"VI","Mog","","Memory Dance","Glint+","Glint+2","WHT","All allies","","","","0.01","Restores HP (55), grants [High Quick Cast 1]","N","All allies","0","MND +10","","Prism Spear (VI)","おもいでダンシング","20900011","6","✓","✓"
"VI","Mog","","Awoken Forest Nocturne","DASB","DASB1","NAT","All enemies","","","","0.01","ATK/MAG/DEF/RES/MND -50% to all targets, ATK/MAG/MND +30% & Quick Cast to party, Dual Awoken Rhapsody Mode I to user, Damage +3% to VI members
Dual Awoken Rhapsody Mode I: Dualcast Dancer, Quick Dancer & chases Dancer abilities with [ATK & MAG -50%] > [DEF & RES -50%] for 8 seconds to all targets","N","All enemies","500","","","Magic Lance (VI)","覚醒森のノクターン","20900014","","",""
"VI","Mog","","Awoken Forest Nocturne (Dual Shift)","DASB","DASB1","NAT","Self","","","","0.01","Instant ATB 1 & Dual Awoken Rhapsody Mode II to user
Dual Awoken Rhapsody Mode II: Instant Dancer & chases a Dancer ability with 3000 HP Stock and Instant Cast 1 to party","N","Self","0","","","Magic Lance (VI)","覚醒森のノクターン","20900014","","",""
"VI","Mog","","Woven Bond: Mog","LBC","LBC1","WHT","Single enemy","Magical","","Holy, NE","0.01","10 single-target Holy/NE white magic attacks at Cap Break Level 1, activates VI Chain (150 or +25) & +10 Chain Count to all targets, Chain Force Mode & Instant ATB 1 to user
Chain Force Mode: After using a Dancer/Dragoon ability, grants Instant Cast 1 to party (max 1 chase)","N","Lowest HP% enemy","250","","","Moogle's Flute (VI)","紡絆・モグ","20900016","","",""
"VI","Mog","","Radiant Snowman Rondo","CASB","CASB1","NAT","All enemies","","","","0.01","ATK & MAG -15% and RES -70% to all targets, MAG & MND +50% and RES +30% & Quick Cast 3 to party, Crystal Mode to user
Crystal Mode: Quick Dancer & Zero Hone Cost to Dancer Abilities
Crystal Force I/II: Sorcery Damage +30% for 2 turns & 20% Stoneskin to party, Instant Cast, Quick ATB 1 to user","N","All enemies","500","","","Trumpet Shell (VI)","耀光雪だるまロンド","20900017","","",""
"VI","Mog","","Zenith Desert Lullaby","ZSB","ZSB1","NAT","All enemies","","","","0.01","ATK/MAG/DEF/RES/MND -50% to all targets, ATK/MAG/DEF/RES/MND +30% & Sorcery Damage +15% to party, Ultimate Mode to user
Ultimate Spirit Mode: Dancer Casting Speed x1.1 & chases 2 Dancer abilities with Sorcery Damage +30% for 1 turn and Instant Cast 1 to party (max 2 chases)
Ultimate Dexterity Mode: Zero Hone Cost to Hero Ability; Heroic Harmony+: 1.2s CT
Ultimate Vitality Mode: +1500 max HP & Astra to user","N","All enemies","500","","","Golem's Flute (VI)","究極砂漠のララバイ","20900018","","",""
"VI","Edgar","","Auto Crossbow","Default","Default","PHY","All enemies","Physical","1.10","-","3.00","One group ranged attack (1.10)","Y","All enemies","250","","","-","オートボウガン","20530001","","✓","✓"
"VI","Edgar","","Bioblaster","SB","SB1","PHY","All enemies","Physical","3.10","Poison","3.00","One group ranged attack (3.10), causes [Poison] (50%)","N","All enemies","250","","","Partisan (VI)","バイオブラスト","20530002","1","✓","✓"
"VI","Edgar","","Drill","SB","SB2","PHY","Single enemy","Physical","5.01","-","2.50","Three single attacks (1.67 each), [DEF +50%] to all allies for 25 seconds","N","Lowest HP% enemy","250","","","Drill (VI)","ドリル","20530003","1","✓","✓"
"VI","Edgar","","Chainsaw","SSB","SSB1","PHY","Random enemies","Physical","7.92","-","2.50","Six random attacks (1.32 each), causes [Imperil Poison 20%] for 25 seconds","N","Random enemies","500","ATK +10","","Chainsaw (VI)","回転のこぎり","20530004","1","✓","✓"
"VI","Edgar","","Armageddon Blast","OSB","OSB1","PHY","All enemies","Physical","8.60","Poison, NE","2.50","One group ranged attack (8.60/9.60/10.60/11.60) capped at 99999 if the target has 0/1/2/3 ailments, causes [Poison], [Blind], [Silence] and [Petrify] (15%)","N","All enemies","250","ATK +10","","Enhanced Bioblaster (VI)","ディスアスターブラスト","20530005","1","✓","✓"
